decile3,decile1,sex,cluster,lsat,ugpa,zfygpa,bar1,bar1_yr,bar2,bar2_yr,fulltime,fam_inc,age,parttime,pass_bar,bar,tier,index604,indxgrp
3.0,5.0,1,4,40.0,3.6,-0.08,P,7,P,94,1,4,55,0,1.0,a Passed 1st time,5,833.6841900000001,g 700+
10.0,10.0,0,4,43.0,3.2,1.68,P,7,P,94,1,4,60,0,1.0,a Passed 1st time,5,841.052609,g 700+
5.0,6.0,0,4,29.5,3.6,0.17,P,2,P,95,2,3,61,1,1.0,a Passed 1st time,5,667.8947235,f 640-700
1.0,1.0,0,1,42.0,3.3,-1.57,P,7,P,94,1,2,59,0,1.0,a Passed 1st time,4,835.2631359999999,g 700+
4.0,4.0,0,1,31.0,3.5,-0.29,F,7,P,95,1,4,56,0,1.0,b Passed 2nd time,4,681.578933,f 640-700
4.0,6.0,1,3,39.0,3.2,0.01,P,7,P,94,1,3,55,0,1.0,a Passed 1st time,3,777.894717,g 700+
3.0,4.0,0,3,40.0,2.4,-0.31,P,7,P,95,2,4,50,1,1.0,a Passed 1st time,3,713.68419,g 700+
7.0,7.0,0,1,38.0,3.5,0.48,P,7,P,94,1,3,61,0,1.0,a Passed 1st time,4,792.105244,g 700+
8.0,8.0,1,3,36.0,3.2,0.68,P,7,P,94,1,3,62,0,1.0,a Passed 1st time,3,730.526298,g 700+
3.0,2.0,0,3,33.0,3.2,-1.13,P,7,P,94,1,2,47,0,1.0,a Passed 1st time,3,683.157879,f 640-700
6.0,3.0,0,3,42.0,2.8,-0.56,P,7,P,94,1,5,62,0,1.0,a Passed 1st time,3,785.2631359999999,g 700+
9.0,9.0,0,3,35.0,3.5,1.08,P,7,P,94,1,3,62,0,1.0,a Passed 1st time,3,744.736825,g 700+
10.0,9.0,0,2,43.0,2.3,1.08,P,7,P,94,1,3,59,0,1.0,a Passed 1st time,2,751.052609,g 700+
3.0,3.0,1,2,31.0,2.8,-0.64,F,7,P,95,1,3,60,0,1.0,b Passed 2nd time,2,611.578933,e 580-640
5.0,3.0,1,3,33.0,3.1,-0.59,P,7,P,94,1,3,61,0,1.0,a Passed 1st time,3,673.157879,f 640-700
7.0,9.0,0,3,36.0,2.9,0.89,P,7,P,94,1,4,56,0,1.0,a Passed 1st time,3,700.526298,g 700+
8.0,7.0,0,1,40.0,3.2,0.33,P,2,P,95,1,5,68,0,1.0,a Passed 1st time,4,793.6841900000001,g 700+
3.0,2.0,0,3,34.0,3.1,-0.99,P,7,P,94,1,3,60,0,1.0,a Passed 1st time,3,688.947352,f 640-700
2.0,3.0,0,4,39.0,3.7,-0.71,P,7,P,94,1,3,55,0,1.0,a Passed 1st time,5,827.894717,g 700+
5.0,6.0,1,3,38.0,2.8,0.24,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,3,722.105244,g 700+
10.0,10.0,0,3,36.0,3.0,1.3,P,7,P,94,1,4,61,0,1.0,a Passed 1st time,3,710.526298,g 700+
2.0,7.0,1,3,33.0,3.4,0.33,P,7,P,94,1,3,59,0,1.0,a Passed 1st time,3,703.157879,g 700+
1.0,1.0,1,2,31.0,2.4,-1.52,P,7,P,94,1,4,63,0,1.0,a Passed 1st time,2,571.578933,d 520-580
2.0,5.0,1,4,38.0,2.4,-0.11,P,7,P,94,1,4,53,0,1.0,a Passed 1st time,5,682.105244,f 640-700
5.0,4.0,1,1,41.0,3.2,-0.25,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,4,809.473663,g 700+
7.0,4.0,1,3,30.0,2.8,-0.33,P,7,P,94,2,3,58,1,1.0,a Passed 1st time,3,595.78946,e 580-640
6.0,6.0,0,3,37.0,3.1,0.0,P,7,P,94,1,3,62,0,1.0,a Passed 1st time,3,736.315771,g 700+
8.0,9.0,1,4,46.0,3.5,0.9,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,5,918.421028,g 700+
9.0,1.0,1,1,34.0,3.6,-1.63,P,2,P,96,2,1,59,1,1.0,a Passed 1st time,4,738.947352,g 700+
2.0,2.0,0,3,36.0,3.6,-0.85,P,7,P,94,1,3,62,0,1.0,a Passed 1st time,3,770.526298,g 700+
6.0,4.0,1,4,43.0,3.6,-0.43,P,7,P,94,1,3,55,0,1.0,a Passed 1st time,5,881.052609,g 700+
3.0,4.0,1,3,22.0,3.6,-0.51,P,7,P,94,1,4,60,0,1.0,a Passed 1st time,3,549.473676,d 520-580
5.0,3.0,0,1,36.0,3.6,-0.73,P,7,P,94,1,3,62,0,1.0,a Passed 1st time,4,770.526298,g 700+
6.0,4.0,0,3,42.0,3.5,-0.42,P,7,P,95,1,4,62,0,1.0,a Passed 1st time,3,855.263136,g 700+
8.0,6.0,0,3,34.0,3.3,0.12,P,2,P,94,1,4,66,0,1.0,a Passed 1st time,3,708.9473519999999,g 700+
9.0,9.0,1,3,36.0,3.6,1.18,P,7,P,94,1,3,62,0,1.0,a Passed 1st time,3,770.526298,g 700+
6.0,6.0,0,3,34.0,3.5,0.17,P,2,P,95,1,4,67,0,1.0,a Passed 1st time,3,728.9473519999999,g 700+
8.0,7.0,1,3,36.0,3.4,0.27,P,7,P,94,1,5,62,0,1.0,a Passed 1st time,3,750.526298,g 700+
5.0,7.0,1,4,47.0,3.5,0.39,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,5,934.210501,g 700+
9.0,10.0,1,1,40.0,2.7,1.47,P,7,P,94,1,4,58,0,1.0,a Passed 1st time,4,743.6841900000001,g 700+
5.0,4.0,1,1,35.0,3.6,-0.49,P,7,P,94,1,4,61,0,1.0,a Passed 1st time,4,754.736825,g 700+
10.0,9.0,1,4,42.0,3.8,0.94,P,7,P,94,1,4,61,0,1.0,a Passed 1st time,5,885.2631359999999,g 700+
1.0,1.0,0,5,32.0,3.2,-2.26,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,6,667.368406,f 640-700
9.0,10.0,0,4,48.0,3.7,1.47,P,7,P,94,1,4,60,0,1.0,a Passed 1st time,5,969.999974,g 700+
8.0,9.0,1,1,42.0,3.5,0.88,P,7,P,94,1,2,62,0,1.0,a Passed 1st time,4,855.263136,g 700+
8.0,7.0,1,3,45.0,2.9,0.37,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,3,842.6315549999999,g 700+
8.0,7.0,0,1,45.0,3.6,0.37,P,7,P,94,1,4,52,0,1.0,a Passed 1st time,4,912.631555,g 700+
4.0,3.0,1,1,42.0,3.5,-0.61,P,7,P,94,1,5,62,0,1.0,a Passed 1st time,4,855.263136,g 700+
4.0,6.0,1,1,31.0,3.2,0.04,P,7,P,94,1,4,61,0,1.0,a Passed 1st time,4,651.578933,f 640-700
10.0,10.0,1,3,41.0,3.6,2.05,P,7,P,94,1,3,57,0,1.0,a Passed 1st time,3,849.473663,g 700+
2.0,2.0,1,1,37.5,3.3,-0.9,F,7,P,95,1,5,58,0,1.0,b Passed 2nd time,4,764.2105075,g 700+
1.0,2.0,0,4,24.0,2.8,-0.97,F,2,F,95,2,3,65,1,0.0,c Failed,5,501.052622,c 460-520
7.0,6.0,0,3,35.0,2.9,0.09,P,7,P,94,1,4,52,0,1.0,a Passed 1st time,3,684.736825,f 640-700
7.0,9.0,1,3,31.0,3.0,0.87,P,7,P,94,1,4,58,0,1.0,a Passed 1st time,3,631.578933,e 580-640
8.0,8.0,0,1,37.0,4.0,0.77,P,7,P,94,1,3,62,0,1.0,a Passed 1st time,4,826.315771,g 700+
10.0,10.0,1,4,42.0,3.4,1.94,P,7,P,94,1,5,56,0,1.0,a Passed 1st time,5,845.2631359999999,g 700+
3.0,5.0,0,1,38.0,3.3,-0.09,P,7,P,94,1,3,60,0,1.0,a Passed 1st time,4,772.105244,g 700+
7.0,9.0,1,1,41.0,3.2,0.9,P,7,P,94,1,3,58,0,1.0,a Passed 1st time,4,809.473663,g 700+
5.0,6.0,1,3,35.0,3.0,0.1,P,7,P,94,1,3,61,0,1.0,a Passed 1st time,3,694.736825,f 640-700
5.0,5.0,1,1,42.0,3.1,-0.18,P,7,P,94,1,3,62,0,1.0,a Passed 1st time,4,815.263136,g 700+
3.0,4.0,1,2,41.0,3.4,-0.48,P,7,P,94,1,2,57,0,1.0,a Passed 1st time,2,829.473663,g 700+
5.0,5.0,0,1,38.0,3.1,-0.18,P,7,P,94,1,3,59,0,1.0,a Passed 1st time,4,752.105244,g 700+
9.0,8.0,1,3,40.0,3.0,0.8,P,7,P,94,1,3,58,0,1.0,a Passed 1st time,3,773.68419,g 700+
4.0,3.0,1,4,39.0,3.0,-0.53,P,7,P,95,2,2,53,1,1.0,a Passed 1st time,5,757.8947169999999,g 700+
4.0,4.0,1,1,43.0,2.8,-0.35,P,7,P,94,1,4,60,0,1.0,a Passed 1st time,4,801.052609,g 700+
9.0,8.0,1,5,37.0,4.0,0.87,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,6,826.315771,g 700+
7.0,5.0,0,5,42.0,3.7,-0.03,P,7,P,94,1,4,58,0,1.0,a Passed 1st time,6,875.263136,g 700+
3.0,3.0,0,1,39.0,3.4,-0.56,P,7,P,95,2,2,61,1,1.0,a Passed 1st time,4,797.8947169999999,g 700+
7.0,5.0,1,5,41.0,3.8,-0.04,P,7,P,94,1,5,61,0,1.0,a Passed 1st time,6,869.473663,g 700+
7.0,7.0,0,3,34.0,3.2,0.35,P,7,P,95,1,4,63,0,1.0,a Passed 1st time,3,698.947352,f 640-700
2.0,5.0,0,4,34.0,3.1,-0.24,P,7,P,94,1,3,63,0,1.0,a Passed 1st time,5,688.947352,f 640-700
7.0,4.0,1,3,26.7,3.3,-0.41,P,7,P,93,1,4,61,0,1.0,a Passed 1st time,3,593.6841991,e 580-640
1.0,1.0,0,1,32.0,3.6,-1.86,P,7,P,94,1,3,57,0,1.0,a Passed 1st time,4,707.368406,g 700+
1.0,1.0,1,2,19.3,2.3,-1.64,F,7,F,94,1,3,61,0,0.0,c Failed,2,376.8420989,a under 400
6.0,5.0,1,2,28.5,2.9,-0.03,P,7,P,94,1,4,61,0,1.0,a Passed 1st time,2,582.1052505,e 580-640
8.0,9.0,0,6,29.0,3.2,1.12,P,7,P,94,1,3,62,0,1.0,a Passed 1st time,1,619.999987,e 580-640
10.0,10.0,0,3,38.0,2.4,1.57,P,7,P,94,1,3,56,0,1.0,a Passed 1st time,3,682.105244,f 640-700
1.0,2.0,1,1,41.0,3.2,-1.0,P,7,P,94,1,4,60,0,1.0,a Passed 1st time,4,809.473663,g 700+
2.0,2.0,1,6,23.0,2.4,-0.98,F,2,F,95,1,4,45,0,0.0,c Failed,1,445.263149,b 400-460
4.0,4.0,1,3,39.0,2.8,-0.42,P,7,P,94,1,4,61,0,1.0,a Passed 1st time,3,737.8947169999999,g 700+
10.0,10.0,1,1,42.0,3.5,1.63,P,7,P,94,1,4,59,0,1.0,a Passed 1st time,4,855.263136,g 700+
8.0,7.0,0,3,33.0,3.2,0.42,P,7,P,94,1,2,61,0,1.0,a Passed 1st time,3,683.157879,f 640-700
1.0,2.0,0,1,40.0,3.5,-1.21,F,7,P,96,1,4,51,0,1.0,b Passed 2nd time,4,823.68419,g 700+
5.0,6.0,1,3,39.0,2.8,-0.01,P,2,P,95,2,4,49,1,1.0,a Passed 1st time,3,737.8947169999999,g 700+
5.0,4.0,1,1,39.0,3.6,-0.28,P,7,P,94,1,4,60,0,1.0,a Passed 1st time,4,817.894717,g 700+
3.0,2.0,1,5,33.0,3.0,-1.08,F,7,F,94,1,4,62,0,0.0,c Failed,6,663.157879,f 640-700
10.0,10.0,1,3,37.0,3.5,1.95,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,3,776.315771,g 700+
3.0,2.0,1,3,36.5,3.5,-0.87,P,2,P,94,1,3,67,0,1.0,a Passed 1st time,3,768.4210344999999,g 700+
8.0,8.0,0,3,37.0,3.2,0.65,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,3,746.315771,g 700+
7.0,8.0,1,5,43.0,3.6,0.63,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,6,881.052609,g 700+
10.0,10.0,1,3,41.0,3.2,1.85,P,2,P,94,1,5,67,0,1.0,a Passed 1st time,3,809.473663,g 700+
8.0,6.0,1,1,31.5,3.2,0.12,P,7,P,94,1,4,61,0,1.0,a Passed 1st time,4,659.4736695,f 640-700
5.0,5.0,1,1,24.0,3.3,-0.03,P,2,P,95,1,1,65,0,1.0,a Passed 1st time,4,551.0526219999999,d 520-580
10.0,10.0,0,2,36.0,4.0,2.93,P,7,P,94,1,2,62,0,1.0,a Passed 1st time,2,810.526298,g 700+
6.0,7.0,1,1,39.0,3.0,0.29,P,2,P,94,1,5,67,0,1.0,a Passed 1st time,4,757.8947169999999,g 700+
8.0,9.0,1,1,48.0,3.4,1.04,P,7,P,94,1,4,60,0,1.0,a Passed 1st time,4,939.999974,g 700+
9.0,8.0,0,2,42.0,2.7,0.77,P,7,P,94,1,4,59,0,1.0,a Passed 1st time,2,775.263136,g 700+
4.0,6.0,1,1,37.0,2.7,0.21,F,7,P,95,1,3,59,0,1.0,b Passed 2nd time,4,696.315771,f 640-700
8.0,9.0,1,3,31.0,3.3,0.85,P,7,P,94,1,3,60,0,1.0,a Passed 1st time,3,661.578933,f 640-700
6.0,5.0,1,2,36.0,2.5,-0.21,F,7,P,95,1,3,59,0,1.0,b Passed 2nd time,2,660.526298,f 640-700
7.0,8.0,1,1,31.0,3.6,0.77,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,4,691.578933,f 640-700
4.0,5.0,1,4,31.0,3.4,-0.16,P,7,P,94,1,4,60,0,1.0,a Passed 1st time,5,671.578933,f 640-700
7.0,7.0,1,4,44.0,3.6,0.46,P,7,P,94,1,2,61,0,1.0,a Passed 1st time,5,896.842082,g 700+
4.0,6.0,0,1,40.0,3.8,0.09,P,2,P,94,1,3,67,0,1.0,a Passed 1st time,4,853.68419,g 700+
4.0,4.0,1,4,36.0,2.7,-0.39,P,7,P,94,1,4,60,0,1.0,a Passed 1st time,5,680.526298,f 640-700
1.0,1.0,1,3,34.0,2.5,-1.57,F,7,F,94,1,2,57,0,0.0,c Failed,3,628.9473519999999,e 580-640
7.0,4.0,1,4,37.0,3.0,-0.38,P,7,P,94,1,5,61,0,1.0,a Passed 1st time,5,726.315771,g 700+
8.0,8.0,1,3,33.0,3.0,0.75,P,7,P,94,1,4,54,0,1.0,a Passed 1st time,3,663.157879,f 640-700
1.0,1.0,0,5,45.0,3.8,-2.08,P,7,P,94,1,1,61,0,1.0,a Passed 1st time,6,932.631555,g 700+
4.0,4.0,0,5,40.5,3.5,-0.47,P,7,P,94,1,4,61,0,1.0,a Passed 1st time,6,831.5789265,g 700+
7.0,6.0,0,3,36.0,3.5,0.2,P,7,P,94,1,3,56,0,1.0,a Passed 1st time,3,760.526298,g 700+
2.0,4.0,1,2,30.0,2.7,-0.5,P,7,P,94,1,4,60,0,1.0,a Passed 1st time,2,585.78946,e 580-640
8.0,9.0,0,4,45.0,3.3,1.24,P,7,P,94,1,5,62,0,1.0,a Passed 1st time,5,882.6315549999999,g 700+
5.0,6.0,0,3,41.0,2.8,0.16,P,2,P,95,1,4,66,0,1.0,a Passed 1st time,3,769.473663,g 700+
6.0,6.0,1,3,38.0,2.9,0.12,F,6,P,95,1,4,63,0,1.0,b Passed 2nd time,3,732.105244,g 700+
4.0,3.0,0,1,39.0,3.3,-0.62,P,2,P,94,1,4,67,0,1.0,a Passed 1st time,4,787.8947169999999,g 700+
9.0,9.0,0,1,37.5,3.9,0.92,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,4,824.2105075,g 700+
4.0,4.0,1,1,42.0,3.6,-0.43,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,4,865.263136,g 700+
9.0,9.0,0,1,33.0,3.6,0.88,P,7,P,94,1,2,59,0,1.0,a Passed 1st time,4,723.157879,g 700+
2.0,6.0,1,4,41.0,3.9,0.08,P,7,P,94,1,1,58,0,1.0,a Passed 1st time,5,879.473663,g 700+
7.0,7.0,0,1,37.5,3.0,0.37,P,7,P,94,1,4,59,0,1.0,a Passed 1st time,4,734.2105075,g 700+
1.0,1.0,1,3,35.0,2.4,-2.15,P,2,P,95,1,2,62,0,1.0,a Passed 1st time,3,634.736825,e 580-640
2.0,3.0,1,3,37.0,3.3,-0.71,P,7,P,94,1,1,58,0,1.0,a Passed 1st time,3,756.3157709999999,g 700+
5.0,3.0,1,3,38.0,2.4,-0.66,P,7,P,95,2,3,55,1,1.0,a Passed 1st time,3,682.105244,f 640-700
2.0,3.0,1,4,39.0,3.0,-0.78,P,7,P,94,1,3,60,0,1.0,a Passed 1st time,5,757.8947169999999,g 700+
7.0,5.0,1,5,34.0,3.4,0.0,P,7,P,94,1,3,61,0,1.0,a Passed 1st time,6,718.9473519999999,g 700+
3.0,3.0,1,1,41.0,3.2,-0.78,P,7,P,94,1,3,60,0,1.0,a Passed 1st time,4,809.473663,g 700+
2.0,1.0,1,1,29.0,2.1,-1.41,F,2,P,96,2,4,54,1,1.0,b Passed 2nd time,4,509.999987,c 460-520
8.0,7.0,1,1,38.0,2.3,0.47,P,7,P,94,1,4,60,0,1.0,a Passed 1st time,4,672.105244,f 640-700
2.0,4.0,1,4,37.0,3.1,-0.35,F,7,P,95,1,2,56,0,1.0,b Passed 2nd time,5,736.315771,g 700+
6.0,6.0,1,2,34.0,3.6,0.03,P,7,P,94,2,4,61,1,1.0,a Passed 1st time,2,738.947352,g 700+
3.0,3.0,0,1,39.0,3.8,-0.72,P,7,P,94,1,3,61,0,1.0,a Passed 1st time,4,837.8947169999999,g 700+
7.0,7.0,0,1,47.0,3.5,0.35,P,7,P,94,1,4,58,0,1.0,a Passed 1st time,4,934.210501,g 700+
4.0,3.0,0,3,27.0,3.2,-0.71,F,2,P,95,1,3,62,0,1.0,b Passed 2nd time,3,588.4210410000001,e 580-640
3.0,2.0,0,2,30.0,3.4,-1.0,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,2,655.78946,f 640-700
4.0,5.0,1,5,40.0,3.7,0.02,P,7,P,94,1,4,61,0,1.0,a Passed 1st time,6,843.6841900000001,g 700+
8.0,6.0,1,3,31.0,3.2,0.24,P,7,P,94,1,5,61,0,1.0,a Passed 1st time,3,651.578933,f 640-700
5.0,7.0,1,4,46.0,3.5,0.41,P,7,P,94,1,3,59,0,1.0,a Passed 1st time,5,918.421028,g 700+
10.0,10.0,1,4,47.0,3.9,1.33,P,7,P,94,1,3,59,0,1.0,a Passed 1st time,5,974.210501,g 700+
7.0,5.0,0,4,36.0,3.4,-0.23,P,7,P,94,1,4,61,0,1.0,a Passed 1st time,5,750.526298,g 700+
8.0,7.0,1,1,40.0,3.5,0.46,P,7,P,94,1,4,54,0,1.0,a Passed 1st time,4,823.68419,g 700+
3.0,3.0,0,1,34.0,3.6,-0.68,P,7,P,94,1,3,61,0,1.0,a Passed 1st time,4,738.947352,g 700+
3.0,3.0,1,1,36.0,2.9,-0.59,P,7,P,94,1,3,62,0,1.0,a Passed 1st time,4,700.526298,g 700+
9.0,9.0,1,3,32.0,3.4,0.98,P,7,P,94,1,4,61,0,1.0,a Passed 1st time,3,687.3684059999999,f 640-700
8.0,7.0,1,5,41.0,3.8,0.51,P,7,P,94,1,4,61,0,1.0,a Passed 1st time,6,869.473663,g 700+
6.0,7.0,0,5,39.0,3.6,0.4,P,2,P,94,1,4,67,0,1.0,a Passed 1st time,6,817.894717,g 700+
9.0,8.0,0,3,35.0,3.5,0.76,P,7,P,94,1,4,61,0,1.0,a Passed 1st time,3,744.736825,g 700+
4.0,7.0,1,3,36.0,3.0,0.39,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,3,710.526298,g 700+
9.0,8.0,0,1,42.0,3.5,0.81,P,7,P,94,1,2,62,0,1.0,a Passed 1st time,4,855.263136,g 700+
7.0,8.0,0,4,29.5,3.6,0.55,P,7,P,94,1,3,61,0,1.0,a Passed 1st time,5,667.8947235,f 640-700
3.0,5.0,1,3,40.0,3.3,-0.24,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,3,803.68419,g 700+
8.0,10.0,1,3,38.0,3.2,1.45,P,7,P,94,1,4,61,0,1.0,a Passed 1st time,3,762.105244,g 700+
2.0,2.0,0,1,34.0,3.5,-0.93,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,4,728.9473519999999,g 700+
9.0,8.0,1,4,45.0,3.0,0.61,P,2,P,95,1,4,57,0,1.0,a Passed 1st time,5,852.6315549999999,g 700+
7.0,7.0,1,3,33.0,3.5,0.29,P,7,P,94,1,4,60,0,1.0,a Passed 1st time,3,713.157879,g 700+
3.0,4.0,1,3,42.0,2.7,-0.5,P,7,P,94,1,4,57,0,1.0,a Passed 1st time,3,775.263136,g 700+
3.0,4.0,1,1,38.0,3.0,-0.38,P,7,P,94,1,4,58,0,1.0,a Passed 1st time,4,742.105244,g 700+
6.0,5.0,1,3,35.0,3.0,-0.12,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,3,694.736825,f 640-700
7.0,6.0,1,1,41.0,3.3,0.26,P,7,P,94,1,3,56,0,1.0,a Passed 1st time,4,819.473663,g 700+
1.0,2.0,0,3,32.0,2.6,-1.22,F,7,P,95,1,4,33,0,1.0,b Passed 2nd time,3,607.368406,e 580-640
2.0,3.0,1,3,20.7,2.4,-0.67,F,7,P,96,2,2,59,1,1.0,b Passed 2nd time,3,408.9473611,b 400-460
5.0,7.0,1,4,44.0,3.7,0.27,P,7,P,94,1,3,62,0,1.0,a Passed 1st time,5,906.842082,g 700+
1.0,2.0,0,4,32.0,3.2,-1.02,P,7,P,94,1,3,61,0,1.0,a Passed 1st time,5,667.368406,f 640-700
9.0,9.0,1,3,41.0,3.1,0.87,P,7,P,94,1,4,60,0,1.0,a Passed 1st time,3,799.473663,g 700+
4.0,3.0,1,5,47.0,3.3,-0.56,P,7,P,94,1,3,51,0,1.0,a Passed 1st time,6,914.210501,g 700+
3.0,3.0,0,1,29.0,3.5,-0.62,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,4,649.9999869999999,f 640-700
2.0,3.0,0,1,39.0,3.4,-0.73,P,7,P,94,1,3,62,0,1.0,a Passed 1st time,4,797.8947169999999,g 700+
3.0,5.0,0,1,38.0,3.6,-0.19,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,4,802.105244,g 700+
6.0,3.0,0,4,35.0,3.0,-0.55,P,7,P,94,1,1,60,0,1.0,a Passed 1st time,5,694.736825,f 640-700
4.0,5.0,0,4,36.0,2.9,-0.06,P,7,P,94,1,4,59,0,1.0,a Passed 1st time,5,700.526298,g 700+
6.0,9.0,1,3,38.0,3.2,0.87,P,7,P,94,1,3,58,0,1.0,a Passed 1st time,3,762.105244,g 700+
8.0,7.0,1,4,41.0,3.5,0.46,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,5,839.473663,g 700+
4.0,3.0,1,3,36.0,2.8,-0.75,P,7,P,95,2,3,59,1,1.0,a Passed 1st time,3,690.526298,f 640-700
2.0,3.0,1,1,36.0,2.6,-0.72,P,2,P,95,1,3,62,0,1.0,a Passed 1st time,4,670.526298,f 640-700
1.0,4.0,1,5,37.0,3.3,-0.43,P,2,P,94,1,4,65,0,1.0,a Passed 1st time,6,756.3157709999999,g 700+
2.0,2.0,1,4,44.0,3.8,-0.99,P,7,P,94,1,3,57,0,1.0,a Passed 1st time,5,916.842082,g 700+
8.0,7.0,1,1,46.0,3.0,0.49,P,7,P,94,1,4,55,0,1.0,a Passed 1st time,4,868.421028,g 700+
5.0,5.0,1,3,40.0,3.3,-0.21,P,7,P,94,1,5,60,0,1.0,a Passed 1st time,3,803.68419,g 700+
3.0,2.0,0,3,33.0,3.3,-0.92,P,7,P,94,1,2,62,0,1.0,a Passed 1st time,3,693.157879,f 640-700
6.0,8.0,0,3,40.0,2.8,0.71,P,7,P,94,1,3,62,0,1.0,a Passed 1st time,3,753.68419,g 700+
2.0,3.0,1,4,43.0,2.9,-0.55,P,7,P,94,1,4,54,0,1.0,a Passed 1st time,5,811.052609,g 700+
1.0,3.0,1,3,36.0,3.4,-0.65,P,7,P,94,1,3,61,0,1.0,a Passed 1st time,3,750.526298,g 700+
1.0,3.0,1,3,39.0,2.9,-0.69,P,7,P,94,1,3,61,0,1.0,a Passed 1st time,3,747.8947169999999,g 700+
2.0,2.0,1,3,38.0,2.8,-1.14,P,7,P,95,1,4,62,0,1.0,a Passed 1st time,3,722.105244,g 700+
2.0,4.0,0,6,23.5,3.6,-0.52,F,2,F,96,1,4,67,0,0.0,c Failed,1,573.1578855,d 520-580
4.0,3.0,1,5,40.0,3.1,-0.83,P,7,P,94,1,3,58,0,1.0,a Passed 1st time,6,783.6841900000001,g 700+
7.0,6.0,1,3,40.0,3.4,0.22,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,3,813.68419,g 700+
1.0,1.0,0,3,30.0,3.1,-1.7,P,7,P,95,1,4,57,0,1.0,a Passed 1st time,3,625.78946,e 580-640
1.0,1.0,1,4,46.0,3.6,-1.72,P,7,P,94,1,3,62,0,1.0,a Passed 1st time,5,928.421028,g 700+
6.0,10.0,0,4,39.0,2.8,1.69,P,7,P,94,1,3,56,0,1.0,a Passed 1st time,5,737.8947169999999,g 700+
4.0,4.0,1,3,34.0,3.2,-0.44,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,3,698.947352,f 640-700
10.0,9.0,0,4,37.0,3.3,1.17,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,5,756.3157709999999,g 700+
3.0,3.0,1,1,34.5,3.3,-0.54,F,7,F,94,1,3,60,0,0.0,c Failed,4,716.8420884999999,g 700+
10.0,10.0,0,3,36.0,3.6,2.1,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,3,770.526298,g 700+
2.0,4.0,1,1,21.0,2.9,-0.4,P,2,P,95,1,1,38,0,1.0,a Passed 1st time,4,463.684203,c 460-520
3.0,5.0,1,4,30.0,3.1,-0.24,P,7,P,94,1,3,62,0,1.0,a Passed 1st time,5,625.78946,e 580-640
10.0,10.0,0,4,48.0,3.4,2.4,P,7,P,94,1,4,57,0,1.0,a Passed 1st time,5,939.999974,g 700+
2.0,2.0,1,3,36.0,2.4,-1.15,P,2,P,95,1,4,62,0,1.0,a Passed 1st time,3,650.526298,f 640-700
2.0,3.0,1,1,38.0,3.6,-0.77,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,4,802.105244,g 700+
10.0,10.0,1,3,30.5,3.6,1.54,P,7,P,94,1,3,57,0,1.0,a Passed 1st time,3,683.6841965,f 640-700
3.0,4.0,0,3,35.0,3.6,-0.42,P,7,P,94,1,4,62,0,1.0,a Passed 1st time,3,754.736825,g 700+
2.0,2.0,1,3,35.0,3.5,-1.19,P,2,P,94,1,4,65,0,1.0,a Passed 1st time,3,744.736825,g 700+
3.0,4.0,1,1,25.0,3.0,-0.36,P,7,P,94,1,4,60,0,1.0,a Passed 1st time,4,536.842095,d 520-580
8.0,9.0,0,2,30.0,3.4,0.82,P,2,P,95,2,3,67,1,1.0,a Passed 1st time,2,655.78946,f 640-700
10.0,10.0,0,3,35.0,3.0,1.55,P,7,P,94,1,1,59,0,1.0,a Passed 1st time,3,694.736825,f 640-700
7.0,6.0,1,4,47.0,3.0,0.23,P,2,P,95,1,5,64,0,1.0,a Passed 1st time,5,884.210501,g 700+
5.0,6.0,1,3,37.0,3.1,0.0,P,7,P,94,1,4,60,0,1.0,a Passed 1st time,3,736.315771,g 700+
7.0,8.0,1,4,40.5,3.4,0.83,P,7,P,95,2,3,60,1,1.0,a Passed 1st time,5,821.5789265,g 700+
5.0,7.0,1,3,37.0,3.1,0.26,P,7,P,94,1,4,60,0,1.0,a Passed 1st time,3,736.315771,g 700+
