decile3,decile1,race,cluster,lsat,ugpa,dob_yr,fulltime,fam_inc,age,gender,race2,other,asian,black,hisp,pass_bar,tier,indxgrp,indxgrp2
6.0,7.0,7,3,33.0,3.2,69,1,4,-62,1,1,0,0,0,0,1,3,5,5
8.0,6.0,7,5,39.0,3.8,68,1,4,-61,1,1,0,0,0,0,1,6,6,8
4.0,4.0,7,1,36.0,3.4,66,1,4,-59,1,1,0,0,0,0,1,4,6,6
4.0,4.0,7,3,28.0,3.7,69,1,4,-67,0,1,0,0,0,0,1,3,5,5
6.0,4.0,7,3,30.0,3.1,69,1,4,-62,1,1,0,0,0,0,1,3,4,4
5.0,4.0,7,3,32.3,3.0,66,1,3,-59,1,1,0,0,0,0,1,3,5,5
6.0,7.0,7,1,36.5,3.5,69,1,3,-67,1,1,0,0,0,0,1,4,6,7
9.0,9.0,7,1,36.0,3.1,66,1,3,-59,0,1,0,0,0,0,1,4,6,6
8.0,7.0,7,4,46.0,3.2,66,1,4,-59,1,1,0,0,0,0,1,5,6,8
7.0,8.0,8,3,40.0,3.1,69,1,3,-62,1,2,1,0,0,0,1,3,6,7
4.0,3.0,7,4,44.0,3.7,69,1,2,-67,0,1,0,0,0,0,1,5,6,8
1.0,2.0,6,1,28.0,2.7,64,1,2,-57,1,2,0,0,0,0,0,4,3,3
10.0,9.0,7,1,48.0,3.7,68,1,4,-61,0,1,0,0,0,0,1,4,6,8
1.0,1.0,3,3,21.0,2.3,56,1,2,-49,1,0,0,0,1,0,0,3,1,1
6.0,7.0,7,1,36.0,3.0,49,1,4,-42,0,1,0,0,0,0,1,4,6,6
5.0,3.0,7,4,39.0,3.3,68,1,5,-61,1,1,0,0,0,0,1,5,6,7
10.0,10.0,7,3,38.0,3.4,64,0,3,-57,1,1,0,0,0,0,1,3,6,7
10.0,9.0,7,1,33.0,3.3,53,1,3,-46,1,1,0,0,0,0,1,4,5,5
4.0,4.0,7,4,35.5,3.7,67,1,2,-60,1,1,0,0,0,0,1,5,6,7
10.0,9.0,7,5,42.0,3.9,69,1,4,-62,1,1,0,0,0,0,1,6,6,8
2.0,4.0,7,3,37.0,2.8,65,1,1,-58,1,1,0,0,0,0,1,3,6,6
2.0,1.0,7,3,37.0,2.6,69,1,4,-62,1,1,0,0,0,0,1,3,5,5
7.0,8.0,7,3,35.0,3.0,60,0,2,-58,1,1,0,0,0,0,1,3,5,5
10.0,10.0,7,3,36.0,3.4,69,1,3,-62,0,1,0,0,0,0,1,3,6,6
9.0,9.0,7,2,31.0,2.9,67,1,3,-60,1,1,0,0,0,0,1,2,4,4
1.0,3.0,5,2,34.0,2.6,60,1,4,-53,1,2,0,0,0,0,1,2,4,4
3.0,10.0,7,1,33.0,2.6,58,0,3,-56,1,1,0,0,0,0,0,4,4,4
4.0,4.0,3,3,34.0,3.1,65,1,3,-58,0,0,0,0,1,0,1,3,5,5
8.0,1.0,7,3,26.5,2.9,61,1,4,-54,0,1,0,0,0,0,1,3,3,3
5.0,7.0,7,4,45.0,4.0,70,1,3,-63,0,1,0,0,0,0,1,5,6,8
10.0,9.0,7,4,42.0,3.7,69,1,5,-62,0,1,0,0,0,0,1,5,6,8
6.0,6.0,7,3,39.0,2.7,69,1,2,-67,1,1,0,0,0,0,1,3,6,6
3.0,1.0,7,3,41.0,3.2,67,1,4,-60,0,1,0,0,0,0,1,3,6,7
9.0,10.0,7,2,30.0,2.3,58,1,4,-56,1,1,0,0,0,0,1,2,3,3
10.0,10.0,7,3,30.0,3.8,56,0,2,-54,0,1,0,0,0,0,1,3,5,5
10.0,7.0,7,1,36.0,4.0,66,1,4,-59,0,1,0,0,0,0,1,4,6,7
1.0,1.0,6,4,27.7,2.9,68,1,4,-61,1,2,0,0,0,0,1,5,3,3
1.0,4.0,3,3,32.0,3.0,67,1,4,-60,0,0,0,0,1,0,1,3,5,5
6.0,6.0,7,6,27.0,2.4,67,1,3,-60,1,1,0,0,0,0,1,1,2,2
4.0,7.0,7,1,42.0,3.0,68,1,4,-61,1,1,0,0,0,0,1,4,6,7
4.0,5.0,7,4,47.0,3.7,69,1,4,-62,1,1,0,0,0,0,1,5,6,8
10.0,10.0,7,1,40.0,3.9,66,1,3,-59,1,1,0,0,0,0,1,4,6,8
9.0,10.0,7,3,39.0,3.1,69,0,4,-62,1,1,0,0,0,0,1,3,6,7
2.0,3.0,7,1,35.0,3.8,68,1,3,-66,1,1,0,0,0,0,0,4,6,7
7.0,5.0,7,3,36.0,2.9,63,1,4,-56,1,1,0,0,0,0,1,3,6,6
2.0,5.0,7,1,45.0,3.7,69,1,4,-62,1,1,0,0,0,0,1,4,6,8
7.0,7.0,7,4,42.0,3.8,70,1,3,-63,0,1,0,0,0,0,1,5,6,8
8.0,8.0,7,3,42.0,2.7,67,1,5,-65,1,1,0,0,0,0,1,3,6,7
3.0,5.0,3,3,31.0,3.3,70,1,3,-63,0,0,0,0,1,0,1,3,5,5
8.0,8.0,7,1,33.0,4.0,65,1,3,-58,0,1,0,0,0,0,1,4,6,7
9.0,10.0,7,2,41.0,3.0,68,1,3,-61,1,1,0,0,0,0,1,2,6,7
6.0,6.0,7,1,37.0,3.6,69,1,5,-67,1,1,0,0,0,0,1,4,6,7
3.0,2.0,7,3,40.0,3.1,69,1,4,-62,1,1,0,0,0,0,1,3,6,7
2.0,2.0,5,3,28.0,3.0,69,1,3,-62,1,2,0,0,0,0,1,3,4,4
6.0,9.0,7,4,42.0,3.6,70,1,3,-63,0,1,0,0,0,0,1,5,6,8
3.0,2.0,7,3,35.0,3.1,67,1,3,-60,0,1,0,0,0,0,1,3,6,6
5.0,3.0,7,2,33.0,3.4,68,1,3,-61,0,1,0,0,0,0,1,2,6,6
8.0,6.0,7,1,38.0,3.3,55,1,4,-48,1,1,0,0,0,0,1,4,6,7
2.0,2.0,7,2,35.0,3.2,68,1,3,-61,0,1,0,0,0,0,1,2,6,6
8.0,8.0,7,1,45.0,3.1,68,1,4,-61,1,1,0,0,0,0,1,4,6,8
4.0,3.0,7,1,37.0,3.4,65,0,3,-58,0,1,0,0,0,0,1,4,6,7
9.0,9.0,7,3,40.0,3.6,67,1,3,-60,0,1,0,0,0,0,1,3,6,8
8.0,9.0,7,2,40.0,1.9,67,1,4,-60,1,1,0,0,0,0,1,2,5,5
1.0,1.0,8,3,19.5,3.1,62,1,2,-55,0,2,1,0,0,0,0,3,1,1
9.0,9.0,2,3,40.0,2.8,67,1,4,-60,0,2,0,1,0,0,1,3,6,6
6.0,8.0,7,2,33.0,3.1,69,1,4,-67,1,1,0,0,0,0,1,2,5,5
6.0,5.0,4,3,32.0,2.7,60,1,3,-58,1,2,0,0,0,0,1,3,4,4
10.0,9.0,7,3,35.0,3.6,58,0,4,-51,0,1,0,0,0,0,1,3,6,6
9.0,7.0,7,3,34.0,2.8,44,1,2,-37,0,1,0,0,0,0,1,3,5,5
10.0,10.0,7,1,46.0,2.7,68,1,3,-61,1,1,0,0,0,0,1,4,6,8
8.0,9.0,7,3,34.0,3.6,50,0,3,-43,0,1,0,0,0,0,1,3,6,6
6.0,7.0,7,3,33.0,3.6,64,0,4,-57,0,1,0,0,0,0,1,3,6,6
7.0,5.0,7,3,32.0,3.8,67,1,4,-60,0,1,0,0,0,0,1,3,6,6
4.0,5.0,4,1,32.0,2.6,65,1,3,-58,1,2,0,0,0,0,1,4,4,4
2.0,3.0,7,3,40.0,3.3,69,1,5,-62,1,1,0,0,0,0,1,3,6,7
10.0,9.0,7,4,41.0,3.6,68,1,4,-61,0,1,0,0,0,0,1,5,6,8
4.0,6.0,7,5,43.0,3.4,69,1,3,-62,1,1,0,0,0,0,1,6,6,8
1.0,3.0,4,4,39.0,3.0,66,1,2,-59,1,2,0,0,0,0,1,5,6,6
7.0,9.0,7,1,36.0,3.0,67,1,3,-60,0,1,0,0,0,0,1,4,6,6
9.0,9.0,7,4,38.0,3.1,63,1,2,-56,0,1,0,0,0,0,1,5,6,6
1.0,1.0,3,1,28.0,2.8,64,1,3,-57,1,0,0,0,1,0,0,4,3,3
5.0,5.0,4,1,30.0,2.9,65,1,3,-58,0,2,0,0,0,0,1,4,4,4
2.0,2.0,7,4,44.0,3.2,67,1,4,-60,1,1,0,0,0,0,1,5,6,8
4.0,2.0,7,3,35.0,3.3,69,1,4,-62,0,1,0,0,0,0,1,3,6,6
2.0,2.0,7,1,35.0,3.6,51,1,3,-44,1,1,0,0,0,0,1,4,6,6
7.0,4.0,7,2,30.5,3.1,69,1,4,-62,0,1,0,0,0,0,1,2,4,4
7.0,8.0,7,1,32.0,3.0,60,0,3,-53,0,1,0,0,0,0,1,4,5,5
1.0,1.0,4,1,30.0,2.7,68,1,3,-61,1,2,0,0,0,0,1,4,4,4
6.0,3.0,7,4,46.0,3.7,67,1,3,-65,1,1,0,0,0,0,1,5,6,8
5.0,5.0,3,6,28.0,2.3,64,1,2,-62,0,0,0,0,1,0,1,1,2,2
10.0,10.0,7,5,42.0,3.6,69,1,4,-62,1,1,0,0,0,0,1,6,6,8
10.0,10.0,7,2,34.0,3.7,67,0,1,-60,0,1,0,0,0,0,1,2,6,6
3.0,4.0,7,3,31.0,3.1,68,1,4,-61,1,1,0,0,0,0,1,3,5,5
1.0,1.0,7,3,43.0,2.3,68,1,3,-62,0,1,0,0,0,0,1,3,6,6
3.0,3.0,3,3,25.5,2.4,68,1,3,-61,0,0,0,0,1,0,1,3,2,2
5.0,6.0,7,1,36.0,2.6,64,1,4,-57,1,1,0,0,0,0,1,4,5,5
1.0,1.0,3,4,22.5,3.0,65,1,2,-63,0,0,0,0,1,0,0,5,2,2
5.0,5.0,7,5,44.0,3.1,69,1,4,-62,1,1,0,0,0,0,1,6,6,8
3.0,2.0,7,1,38.0,3.7,68,1,3,-61,1,1,0,0,0,0,1,4,6,7
9.0,8.0,7,4,38.0,3.6,68,0,4,-61,0,1,0,0,0,0,1,5,6,7
4.0,3.0,7,5,46.0,3.1,66,1,3,-59,0,1,0,0,0,0,1,6,6,8
8.0,7.0,7,3,33.0,3.3,65,1,3,-58,0,1,0,0,0,0,1,3,5,5
3.0,4.0,7,5,43.0,3.8,62,1,4,-55,1,1,0,0,0,0,0,6,6,8
3.0,6.0,6,6,27.0,3.1,68,1,2,-61,1,2,0,0,0,0,1,1,3,3
8.0,7.0,7,3,30.3,3.3,67,1,4,-60,0,1,0,0,0,0,1,3,5,5
2.0,2.0,2,3,38.0,3.6,69,1,3,-62,0,2,0,1,0,0,1,3,6,7
3.0,2.0,1,2,32.5,2.5,68,1,3,-61,1,2,1,0,0,1,1,2,4,4
5.0,5.0,7,1,48.0,3.5,68,1,4,-61,0,1,0,0,0,0,1,4,6,8
4.0,4.0,7,3,40.0,3.0,68,1,4,-61,1,1,0,0,0,0,1,3,6,7
7.0,8.0,7,4,46.0,3.4,68,1,5,-61,1,1,0,0,0,0,1,5,6,8
3.0,7.0,7,1,32.0,3.5,58,0,3,-56,0,1,0,0,0,0,1,4,5,5
3.0,4.0,7,1,39.0,3.3,69,1,5,-67,0,1,0,0,0,0,1,4,6,7
3.0,4.0,7,3,30.0,3.1,66,1,3,-59,0,1,0,0,0,0,0,3,4,4
10.0,10.0,7,1,48.0,4.0,69,1,4,-62,1,1,0,0,0,0,1,4,6,8
3.0,5.0,7,2,33.0,3.2,63,1,3,-56,1,1,0,0,0,0,1,2,5,5
1.0,1.0,7,4,31.0,3.7,63,1,3,-56,1,1,0,0,0,0,1,5,6,6
4.0,5.0,7,1,38.0,3.5,67,1,4,-60,1,1,0,0,0,0,1,4,6,7
3.0,1.0,7,3,39.0,3.2,69,1,4,-62,1,1,0,0,0,0,1,3,6,7
2.0,2.0,7,3,37.0,3.2,66,1,3,-59,1,1,0,0,0,0,1,3,6,6
3.0,6.0,7,3,38.0,3.2,68,1,3,-66,1,1,0,0,0,0,1,3,6,7
9.0,8.0,7,4,42.0,3.5,67,1,2,-60,0,1,0,0,0,0,1,5,6,8
3.0,3.0,7,3,35.0,2.8,68,1,4,-61,0,1,0,0,0,0,1,3,5,5
2.0,2.0,7,1,33.0,2.9,69,1,3,-62,0,1,0,0,0,0,1,4,5,5
5.0,6.0,7,1,34.0,3.9,66,1,3,-59,0,1,0,0,0,0,1,4,6,7
8.0,7.0,8,1,43.0,3.7,63,1,3,-56,1,2,1,0,0,0,1,4,6,8
9.0,8.0,7,4,35.0,3.5,59,0,3,-57,0,1,0,0,0,0,1,5,6,6
1.0,1.0,7,1,38.0,3.6,68,1,3,-66,0,1,0,0,0,0,1,4,6,7
6.0,6.0,7,5,45.0,3.6,67,1,4,-65,0,1,0,0,0,0,1,6,6,8
3.0,6.0,7,3,35.0,2.6,67,1,4,-60,1,1,0,0,0,0,1,3,5,5
9.0,8.0,7,6,29.0,3.4,66,1,3,-59,1,1,0,0,0,0,1,1,4,4
5.0,6.0,2,1,37.0,3.4,67,1,4,-60,1,2,0,1,0,0,1,4,6,7
5.0,6.0,6,4,47.0,3.3,68,1,3,-61,0,2,0,0,0,0,1,5,6,8
6.0,7.0,7,3,30.5,3.3,56,0,3,-49,0,1,0,0,0,0,1,3,5,5
6.0,8.0,7,1,34.0,3.5,68,1,3,-61,1,1,0,0,0,0,1,4,6,6
9.0,10.0,7,3,37.0,3.7,66,0,4,-64,0,1,0,0,0,0,1,3,6,7
4.0,5.0,7,3,36.5,3.8,69,1,4,-62,1,1,0,0,0,0,1,3,6,7
1.0,1.0,7,4,46.0,3.7,69,1,4,-62,0,1,0,0,0,0,1,5,6,8
9.0,8.0,7,3,35.0,3.3,66,1,5,-59,1,1,0,0,0,0,1,3,6,6
5.0,6.0,5,3,29.0,2.9,64,1,2,-57,1,2,0,0,0,0,1,3,4,4
8.0,9.0,7,1,32.0,3.9,66,1,3,-59,1,1,0,0,0,0,1,4,6,6
10.0,10.0,7,3,46.0,3.1,61,1,4,-54,0,1,0,0,0,0,1,3,6,8
2.0,5.0,7,3,39.0,2.7,67,1,4,-60,1,1,0,0,0,0,1,3,6,6
9.0,8.0,7,1,37.0,3.7,69,1,4,-62,0,1,0,0,0,0,1,4,6,7
6.0,6.0,7,1,39.0,3.1,67,1,3,-60,1,1,0,0,0,0,1,4,6,7
8.0,6.0,7,1,27.0,3.4,69,1,4,-62,0,1,0,0,0,0,1,4,4,4
8.0,8.0,7,3,35.0,3.7,69,1,4,-62,0,1,0,0,0,0,1,3,6,7
10.0,10.0,7,2,46.0,3.7,69,1,2,-62,0,1,0,0,0,0,1,2,6,8
2.0,2.0,7,6,23.0,2.4,47,1,4,-45,1,1,0,0,0,0,0,1,1,1
2.0,3.0,5,1,38.0,3.4,66,0,4,-59,1,2,0,0,0,0,1,4,6,7
5.0,6.0,7,3,32.0,2.9,65,1,3,-58,0,1,0,0,0,0,1,3,4,4
3.0,3.0,6,4,40.5,2.9,66,1,4,-59,1,2,0,0,0,0,1,5,6,7
2.0,2.0,7,1,37.0,3.2,66,1,3,-59,0,1,0,0,0,0,1,4,6,6
7.0,6.0,7,1,43.0,2.9,57,1,2,-50,0,1,0,0,0,0,1,4,6,7
1.0,2.0,7,4,35.5,3.4,69,1,2,-62,1,1,0,0,0,0,1,5,6,6
4.0,5.0,7,4,44.0,3.7,69,1,4,-62,1,1,0,0,0,0,1,5,6,8
8.0,6.0,7,3,32.0,3.0,66,1,4,-59,1,1,0,0,0,0,1,3,5,5
2.0,3.0,7,3,36.0,2.8,66,1,4,-59,1,1,0,0,0,0,1,3,5,5
5.0,7.0,7,4,35.0,3.0,70,1,5,-63,1,1,0,0,0,0,1,5,5,5
4.0,6.0,7,2,39.0,3.4,58,1,3,-56,0,1,0,0,0,0,1,2,6,7
9.0,10.0,7,3,31.0,3.1,69,1,3,-62,1,1,0,0,0,0,1,3,5,5
6.0,8.0,6,4,30.0,3.2,50,0,3,-43,0,2,0,0,0,0,1,5,4,4
9.0,8.0,1,3,32.0,3.9,53,1,2,-46,0,2,1,0,0,1,1,3,6,6
9.0,10.0,7,3,37.0,3.6,69,1,4,-62,1,1,0,0,0,0,1,3,6,7
6.0,3.0,7,1,30.0,3.5,64,1,3,-57,1,1,0,0,0,0,1,4,5,5
7.0,10.0,7,3,42.0,2.7,68,1,4,-61,1,1,0,0,0,0,1,3,6,7
10.0,10.0,7,1,42.0,3.0,68,1,2,-61,1,1,0,0,0,0,1,4,6,7
3.0,4.0,7,3,29.0,3.7,60,1,3,-53,0,1,0,0,0,0,1,3,5,5
5.0,4.0,3,1,30.0,2.6,69,1,3,-62,0,0,0,0,1,0,1,4,3,3
7.0,6.0,7,1,38.0,3.1,56,1,2,-49,0,1,0,0,0,0,0,4,6,6
8.0,8.0,7,5,41.0,4.0,67,1,2,-65,0,1,0,0,0,0,1,6,6,8
3.0,5.0,7,2,27.5,2.4,65,1,4,-58,0,1,0,0,0,0,1,2,2,2
8.0,9.0,7,3,34.0,3.3,66,1,3,-59,1,1,0,0,0,0,1,3,6,6
7.0,9.0,7,1,39.0,3.0,65,1,4,-58,1,1,0,0,0,0,1,4,6,6
9.0,9.0,7,1,39.0,3.0,69,1,4,-62,1,1,0,0,0,0,1,4,6,6
6.0,5.0,2,5,46.0,3.6,69,1,4,-62,0,2,0,1,0,0,1,6,6,8
4.0,7.0,7,3,36.0,3.2,68,1,4,-66,1,1,0,0,0,0,1,3,6,6
5.0,2.0,7,4,44.0,3.2,69,1,4,-62,0,1,0,0,0,0,1,5,6,8
9.0,8.0,7,4,37.0,3.4,69,1,4,-62,1,1,0,0,0,0,1,5,6,7
4.0,6.0,3,2,30.0,3.0,62,1,3,-55,1,0,0,0,1,0,1,2,4,4
5.0,5.0,7,3,44.0,3.2,68,1,4,-66,1,1,0,0,0,0,1,3,6,8
10.0,10.0,7,3,36.0,2.3,63,0,3,-56,0,1,0,0,0,0,1,3,5,5
8.0,5.0,7,3,32.0,2.9,66,0,4,-64,1,1,0,0,0,0,1,3,4,4
2.0,3.0,7,4,42.0,3.6,70,1,3,-63,1,1,0,0,0,0,1,5,6,8
3.0,3.0,3,6,22.0,3.3,66,1,3,-59,0,0,0,0,1,0,1,1,2,2
3.0,4.0,7,4,34.0,3.1,69,1,4,-62,0,1,0,0,0,0,1,5,5,5
9.0,7.0,7,3,32.5,3.5,68,1,4,-61,1,1,0,0,0,0,1,3,6,6
1.0,1.0,7,1,31.0,3.9,65,1,4,-58,1,1,0,0,0,0,1,4,6,6
2.0,1.0,2,3,41.0,2.9,69,1,3,-62,1,2,0,1,0,0,1,3,6,7
8.0,9.0,7,4,35.0,3.0,67,1,5,-60,1,1,0,0,0,0,1,5,5,5
10.0,8.0,7,4,40.0,3.6,65,0,4,-58,0,1,0,0,0,0,1,5,6,8
9.0,9.0,7,1,46.0,3.4,64,1,4,-57,0,1,0,0,0,0,1,4,6,8
7.0,8.0,7,3,39.0,2.8,66,1,4,-64,1,1,0,0,0,0,1,3,6,6
2.0,2.0,4,5,37.0,3.3,63,1,1,-56,1,2,0,0,0,0,0,6,6,6
2.0,3.0,7,4,36.0,2.7,69,1,5,-62,1,1,0,0,0,0,1,5,5,5
6.0,7.0,2,1,39.5,2.6,64,1,4,-57,0,2,0,1,0,0,1,4,6,6
5.0,5.0,7,1,39.0,3.0,68,1,5,-61,1,1,0,0,0,0,1,4,6,6
4.0,2.0,7,2,34.0,2.6,63,1,4,-56,0,1,0,0,0,0,1,2,4,4
3.0,6.0,7,2,32.0,3.1,69,1,3,-62,1,1,0,0,0,0,1,2,5,5
7.0,6.0,7,3,37.0,3.6,69,1,4,-62,1,1,0,0,0,0,1,3,6,7
3.0,5.0,7,1,35.0,3.3,47,1,4,-40,0,1,0,0,0,0,1,4,6,6
10.0,9.0,7,3,37.0,2.8,68,1,4,-61,1,1,0,0,0,0,1,3,6,6
2.0,1.0,3,5,28.5,3.6,68,1,4,-61,1,0,0,0,1,0,1,6,5,5
5.0,6.0,7,3,35.5,3.3,62,1,4,-55,0,1,0,0,0,0,1,3,6,6
2.0,2.0,7,3,33.0,3.4,54,1,4,-52,1,1,0,0,0,0,1,3,6,6
8.0,8.0,7,1,41.0,3.2,67,1,3,-60,1,1,0,0,0,0,1,4,6,7
5.0,3.0,7,1,38.0,3.5,69,1,3,-62,0,1,0,0,0,0,1,4,6,7
3.0,3.0,7,2,34.0,3.5,69,1,4,-62,0,1,0,0,0,0,1,2,6,6
10.0,8.0,7,3,38.0,2.8,69,1,3,-62,0,1,0,0,0,0,1,3,6,6
10.0,10.0,7,1,35.0,3.5,68,1,4,-61,1,1,0,0,0,0,1,4,6,6
1.0,2.0,2,4,35.0,3.0,69,1,4,-62,0,2,0,1,0,0,1,5,5,5
3.0,3.0,7,4,33.0,3.3,63,1,4,-56,1,1,0,0,0,0,1,5,5,5
2.0,4.0,6,2,33.0,2.8,69,1,3,-62,1,2,0,0,0,0,1,2,5,5
10.0,10.0,7,4,47.0,3.7,69,1,5,-62,1,1,0,0,0,0,1,5,6,8
4.0,3.0,7,4,33.0,3.5,69,1,3,-62,0,1,0,0,0,0,1,5,6,6
6.0,5.0,2,1,38.0,3.4,70,1,4,-63,0,2,0,1,0,0,1,4,6,7
6.0,6.0,7,1,42.0,3.7,68,1,4,-66,0,1,0,0,0,0,1,4,6,8
9.0,7.0,7,1,33.0,3.8,62,0,4,-55,0,1,0,0,0,0,1,4,6,6
8.0,6.0,7,3,39.0,3.2,66,1,4,-59,1,1,0,0,0,0,1,3,6,7
1.0,1.0,3,3,24.0,3.0,68,0,2,-61,0,0,0,0,1,0,0,3,3,3
7.0,6.0,7,4,36.0,3.1,68,1,3,-61,1,1,0,0,0,0,1,5,6,6
9.0,10.0,7,3,39.0,2.8,64,1,5,-57,0,1,0,0,0,0,1,3,6,6
2.0,5.0,3,4,31.0,2.6,68,1,3,-61,1,0,0,0,1,0,1,5,4,4
8.0,10.0,7,3,35.0,3.5,63,1,4,-56,0,1,0,0,0,0,1,3,6,6
5.0,3.0,7,4,41.5,3.4,68,1,5,-61,1,1,0,0,0,0,1,5,6,8
2.0,1.0,7,3,37.0,3.9,55,1,5,-53,0,1,0,0,0,0,1,3,6,7
2.0,4.0,7,3,28.0,3.4,56,1,3,-54,0,1,0,0,0,0,1,3,4,4
1.0,1.0,3,3,22.5,2.6,62,1,3,-55,0,0,0,0,1,0,1,3,1,1
2.0,3.0,7,1,36.0,3.0,63,1,3,-56,1,1,0,0,0,0,1,4,6,6
3.0,5.0,2,1,41.0,3.0,64,1,3,-57,1,2,0,1,0,0,1,4,6,7
5.0,5.0,7,2,30.0,3.2,68,1,4,-61,1,1,0,0,0,0,1,2,4,4
7.0,8.0,7,3,44.0,3.4,66,1,3,-59,1,1,0,0,0,0,1,3,6,8
4.0,4.0,7,1,32.0,2.8,69,1,4,-62,0,1,0,0,0,0,1,4,4,4
9.0,6.0,7,1,38.0,3.2,67,1,4,-60,1,1,0,0,0,0,1,4,6,7
2.0,1.0,7,1,37.0,3.6,67,1,5,-60,0,1,0,0,0,0,1,4,6,7
5.0,6.0,7,3,34.0,3.5,64,0,2,-57,0,1,0,0,0,0,1,3,6,6
1.0,2.0,7,3,32.0,3.5,67,0,3,-60,0,1,0,0,0,0,1,3,5,5
6.0,7.0,7,4,46.0,3.5,69,1,4,-62,1,1,0,0,0,0,1,5,6,8
1.0,2.0,7,2,37.0,2.9,67,1,4,-60,1,1,0,0,0,0,1,2,6,6
2.0,2.0,7,3,34.5,3.1,68,1,4,-61,1,1,0,0,0,0,1,3,5,5
1.0,1.0,7,3,27.0,2.2,66,1,5,-59,1,1,0,0,0,0,1,3,2,2
8.0,10.0,7,3,46.0,3.8,69,1,4,-67,1,1,0,0,0,0,1,3,6,8
10.0,10.0,7,4,40.0,3.3,66,1,4,-59,1,1,0,0,0,0,1,5,6,7
1.0,1.0,7,1,35.0,3.5,68,1,4,-61,0,1,0,0,0,0,1,4,6,6
10.0,10.0,7,4,43.0,3.4,64,0,4,-57,1,1,0,0,0,0,1,5,6,8
4.0,4.0,7,1,43.0,3.5,69,1,5,-62,1,1,0,0,0,0,1,4,6,8
2.0,2.0,7,1,34.0,3.4,69,1,4,-62,1,1,0,0,0,0,0,4,6,6
10.0,9.0,7,4,37.0,4.0,65,1,2,-58,0,1,0,0,0,0,1,5,6,8
8.0,8.0,7,5,39.0,3.3,68,1,3,-61,1,1,0,0,0,0,1,6,6,7
7.0,6.0,7,3,32.0,2.9,68,1,5,-61,0,1,0,0,0,0,1,3,4,4
9.0,10.0,7,4,34.0,3.6,70,0,5,-63,0,1,0,0,0,0,1,5,6,6
4.0,2.0,7,3,31.0,3.3,69,1,4,-62,0,1,0,0,0,0,1,3,5,5
5.0,6.0,7,3,31.0,2.8,68,1,4,-61,1,1,0,0,0,0,1,3,4,4
6.0,7.0,7,1,44.0,3.8,69,1,3,-62,0,1,0,0,0,0,1,4,6,8
6.0,7.0,7,3,34.0,3.0,65,1,5,-63,0,1,0,0,0,0,1,3,5,5
3.0,6.0,7,1,32.0,3.7,66,1,3,-59,0,1,0,0,0,0,1,4,6,6
6.0,5.0,7,2,32.0,3.0,66,1,4,-59,1,1,0,0,0,0,1,2,5,5
2.0,4.0,7,1,34.0,3.2,67,1,3,-60,0,1,0,0,0,0,1,4,5,5
6.0,7.0,7,3,37.0,3.1,68,1,4,-61,0,1,0,0,0,0,1,3,6,6
5.0,2.0,7,1,39.0,3.3,69,1,4,-62,1,1,0,0,0,0,1,4,6,7
9.0,9.0,7,3,36.0,3.2,65,1,2,-58,0,1,0,0,0,0,1,3,6,6
2.0,3.0,7,1,39.0,3.5,67,1,2,-60,0,1,0,0,0,0,1,4,6,7
6.0,5.0,7,3,37.0,3.2,67,1,4,-60,0,1,0,0,0,0,1,3,6,6
7.0,8.0,7,1,45.0,3.4,64,1,4,-57,1,1,0,0,0,0,1,4,6,8
10.0,10.0,7,3,33.0,3.4,69,1,4,-62,1,1,0,0,0,0,1,3,6,6
5.0,8.0,7,4,41.0,3.7,63,1,4,-56,1,1,0,0,0,0,1,5,6,8
10.0,10.0,7,2,40.0,3.2,61,1,4,-54,0,1,0,0,0,0,1,2,6,7
3.0,3.0,7,3,36.0,3.2,69,1,3,-62,1,1,0,0,0,0,1,3,6,6
3.0,5.0,7,3,40.0,2.5,68,1,4,-61,1,1,0,0,0,0,1,3,6,6
6.0,5.0,2,6,30.7,1.9,66,1,4,-64,1,2,0,1,0,0,0,1,2,2
7.0,7.0,7,3,35.0,3.6,69,1,3,-62,0,1,0,0,0,0,1,3,6,6
9.0,9.0,7,3,38.0,3.1,67,1,3,-60,1,1,0,0,0,0,1,3,6,6
3.0,3.0,7,5,44.0,3.5,57,1,4,-50,1,1,0,0,0,0,1,6,6,8
5.0,4.0,7,3,32.5,2.8,65,1,4,-58,1,1,0,0,0,0,0,3,4,4
7.0,7.0,7,5,40.0,3.3,59,0,4,-52,0,1,0,0,0,0,1,6,6,7
8.0,6.0,7,5,37.0,3.6,67,1,3,-60,1,1,0,0,0,0,1,6,6,7
7.0,9.0,7,3,39.0,3.2,67,1,3,-60,0,1,0,0,0,0,1,3,6,7
5.0,4.0,7,2,28.0,2.4,60,1,4,-53,1,1,0,0,0,0,1,2,3,3
5.0,4.0,7,1,44.0,3.1,69,1,4,-62,1,1,0,0,0,0,1,4,6,8
2.0,2.0,7,4,32.0,2.4,64,1,4,-57,1,1,0,0,0,0,1,5,4,4
7.0,6.0,7,2,35.0,3.0,67,1,4,-60,1,1,0,0,0,0,1,2,5,5
3.0,2.0,7,4,42.0,3.7,68,1,4,-61,0,1,0,0,0,0,1,5,6,8
9.0,7.0,7,4,40.5,3.8,69,1,5,-62,1,1,0,0,0,0,1,5,6,8
8.0,6.0,7,3,37.0,3.1,69,1,3,-62,1,1,0,0,0,0,1,3,6,6
2.0,1.0,7,2,19.0,3.0,68,1,4,-66,1,1,0,0,0,0,0,2,1,1
