decile1b,decile3,decile1,sex,cluster,lsat,ugpa,zfygpa,dob_yr,zgpa,fulltime,fam_inc,age,parttime,pass_bar,bar,tier,index604,indxgrp,indxgrp2
3.0,6.0,3.0,0,2,24.0,3.2,-0.69,48,0.12,1,5,41,0,1.0,a Passed 1st time,2,541.052622,d 520-580,3
1.0,1.0,1.0,1,4,32.5,3.7,-1.26,69,-1.52,1,3,67,0,0.0,c Failed,5,725.2631425,g 700+,6
6.0,6.0,6.0,0,1,34.5,3.6,0.25,68,0.18,1,3,66,0,1.0,a Passed 1st time,4,746.8420885,g 700+,6
3.0,2.0,3.0,1,3,36.0,3.1,-0.68,65,-1.27,1,3,63,0,1.0,a Passed 1st time,3,720.526298,g 700+,6
2.0,6.0,3.0,0,6,38.0,3.3,-0.66,50,0.04,1,3,43,0,1.0,a Passed 1st time,1,772.105244,g 700+,7
5.0,6.0,5.0,0,3,35.0,3.5,-0.13,52,0.04,2,2,45,1,1.0,a Passed 1st time,3,744.736825,g 700+,6
10.0,10.0,10.0,1,3,46.0,3.6,1.84,64,2.29,1,3,57,0,1.0,a Passed 1st time,3,928.421028,g 700+,8
9.0,9.0,9.0,1,3,29.0,3.3,0.97,62,1.18,2,3,55,1,1.0,a Passed 1st time,3,629.9999869999999,e 580-640,4
4.0,4.0,5.0,0,4,39.0,2.7,-0.23,64,-0.34,2,4,57,1,1.0,a Passed 1st time,5,727.894717,g 700+,6
1.0,1.0,1.0,1,3,38.0,3.5,-1.95,67,-1.69,1,4,60,0,0.0,c Failed,3,792.105244,g 700+,7
5.0,6.0,5.0,0,2,30.0,3.9,-0.15,53,0.13,1,3,46,0,1.0,a Passed 1st time,2,705.78946,g 700+,6
9.0,8.0,9.0,1,1,37.0,3.9,1.13,70,0.87,1,3,63,0,1.0,a Passed 1st time,4,816.3157709999999,g 700+,7
8.0,9.0,8.0,1,4,43.0,2.8,0.65,67,0.97,1,3,60,0,1.0,a Passed 1st time,5,801.052609,g 700+,7
9.0,10.0,9.0,1,2,28.0,2.8,1.16,46,1.6,1,4,39,0,1.0,a Passed 1st time,2,564.210514,d 520-580,3
10.0,10.0,10.0,0,4,38.0,3.7,1.93,70,1.51,1,5,63,0,1.0,a Passed 1st time,5,812.105244,g 700+,7
10.0,10.0,10.0,0,6,30.0,2.4,1.75,67,1.43,1,3,60,0,1.0,a Passed 1st time,1,555.78946,d 520-580,3
2.0,3.0,2.0,0,3,27.5,3.0,-0.89,67,-0.68,1,3,60,0,1.0,a Passed 1st time,3,576.3157775,d 520-580,3
4.0,2.0,4.0,0,3,33.0,3.1,-0.41,69,-1.26,2,3,62,1,1.0,a Passed 1st time,3,673.157879,f 640-700,5
4.0,7.0,4.0,1,2,31.0,3.5,-0.36,60,0.27,1,4,58,0,1.0,a Passed 1st time,2,681.578933,f 640-700,5
1.0,3.0,1.0,0,5,44.0,3.4,-1.44,68,-0.64,1,4,61,0,1.0,a Passed 1st time,6,876.842082,g 700+,8
7.0,8.0,8.0,1,3,40.0,2.3,0.56,64,0.81,2,3,57,1,1.0,a Passed 1st time,3,703.68419,g 700+,6
2.0,2.0,2.0,1,3,42.0,2.2,-1.03,63,-0.95,1,4,61,0,1.0,a Passed 1st time,3,725.263136,g 700+,6
2.0,4.0,2.0,1,3,36.0,3.3,-0.84,69,-0.31,1,4,62,0,1.0,a Passed 1st time,3,740.526298,g 700+,6
9.0,9.0,9.0,0,6,18.0,3.5,0.95,68,0.98,1,1,61,0,0.0,c Failed,1,476.315784,c 460-520,2
1.0,1.0,1.0,0,3,29.0,2.1,-1.3,65,-1.98,1,4,58,0,1.0,a Passed 1st time,3,509.999987,c 460-520,2
10.0,8.0,10.0,0,6,29.0,3.4,1.38,69,0.71,1,4,62,0,1.0,a Passed 1st time,1,639.9999869999999,e 580-640,4
1.0,4.0,1.0,0,5,41.0,3.1,-1.3,64,-0.24,1,5,57,0,1.0,a Passed 1st time,6,799.473663,g 700+,7
2.0,3.0,2.0,0,5,42.0,3.7,-0.96,69,-0.73,1,4,62,0,1.0,a Passed 1st time,6,875.263136,g 700+,8
9.0,9.0,9.0,0,3,34.5,3.2,1.01,69,1.17,1,4,62,0,1.0,a Passed 1st time,3,706.8420885,g 700+,6
9.0,9.0,9.0,1,4,34.0,3.5,1.15,69,0.89,1,3,62,0,1.0,a Passed 1st time,5,728.9473519999999,g 700+,6
3.0,5.0,4.0,0,2,28.5,3.2,-0.47,68,-0.24,1,2,66,0,1.0,a Passed 1st time,2,612.1052505,e 580-640,4
1.0,3.0,2.0,0,3,35.0,3.0,-1.18,52,-0.73,1,4,45,0,1.0,a Passed 1st time,3,694.736825,f 640-700,5
7.0,7.0,7.0,1,3,34.0,2.8,0.52,67,0.4,1,3,60,0,1.0,a Passed 1st time,3,658.9473519999999,f 640-700,5
8.0,5.0,8.0,1,3,40.0,2.3,0.82,60,-0.08,1,4,53,0,1.0,a Passed 1st time,3,703.68419,g 700+,6
2.0,2.0,3.0,0,1,42.0,3.0,-0.82,63,-1.09,1,1,56,0,1.0,a Passed 1st time,4,805.263136,g 700+,7
1.0,1.0,1.0,0,5,40.0,3.7,-1.62,67,-1.79,1,4,60,0,1.0,b Passed 2nd time,6,843.6841900000001,g 700+,8
2.0,1.0,2.0,0,4,35.0,3.2,-1.1,67,-1.59,1,1,65,0,1.0,a Passed 1st time,5,714.736825,g 700+,6
6.0,1.0,6.0,1,2,28.0,3.0,0.13,70,-1.43,1,4,63,0,0.0,c Failed,2,584.210514,e 580-640,4
5.0,2.0,5.0,1,3,37.0,2.3,-0.08,69,-1.19,1,2,67,0,1.0,a Passed 1st time,3,656.3157709999999,f 640-700,5
8.0,8.0,8.0,1,1,41.0,3.5,0.73,69,0.56,1,4,62,0,1.0,a Passed 1st time,4,839.473663,g 700+,8
5.0,6.0,5.0,1,3,38.0,2.9,-0.1,60,0.11,2,3,58,1,1.0,a Passed 1st time,3,732.105244,g 700+,6
2.0,4.0,3.0,0,2,33.0,2.9,-0.85,70,-0.49,1,4,63,0,0.0,c Failed,2,653.157879,f 640-700,5
8.0,7.0,9.0,1,1,32.0,3.1,0.89,68,0.4,1,3,61,0,1.0,a Passed 1st time,4,657.368406,f 640-700,5
8.0,7.0,8.0,0,5,43.0,3.6,0.81,67,0.3,1,3,60,0,1.0,a Passed 1st time,6,881.052609,g 700+,8
4.0,6.0,5.0,0,3,31.5,3.0,-0.17,69,0.15,1,3,67,0,1.0,a Passed 1st time,3,639.4736694999999,e 580-640,4
2.0,2.0,2.0,1,3,30.0,3.0,-1.04,67,-1.08,1,3,60,0,1.0,a Passed 1st time,3,615.78946,e 580-640,4
7.0,8.0,7.0,0,4,40.0,3.3,0.43,51,0.57,1,3,44,0,1.0,a Passed 1st time,5,803.68419,g 700+,7
3.0,9.0,3.0,1,1,42.0,3.5,-0.54,61,1.26,1,4,54,0,1.0,a Passed 1st time,4,855.263136,g 700+,8
4.0,3.0,4.0,0,3,38.0,3.1,-0.37,67,-0.88,1,4,60,0,1.0,a Passed 1st time,3,752.105244,g 700+,6
2.0,3.0,3.0,0,6,29.0,2.8,-0.67,70,-0.79,1,3,63,0,0.0,c Failed,1,579.9999869999999,d 520-580,3
10.0,10.0,10.0,1,3,34.0,2.8,1.62,68,1.85,1,4,61,0,1.0,a Passed 1st time,3,658.9473519999999,f 640-700,5
1.0,2.0,1.0,0,3,35.0,3.0,-1.41,54,-1.25,1,3,47,0,1.0,a Passed 1st time,3,694.736825,f 640-700,5
10.0,10.0,10.0,0,4,33.0,3.2,1.4,52,1.7,1,4,45,0,1.0,a Passed 1st time,5,683.157879,f 640-700,5
1.0,1.0,1.0,1,4,31.0,3.1,-1.28,70,-1.5,1,1,63,0,1.0,b Passed 2nd time,5,641.578933,f 640-700,5
8.0,8.0,8.0,1,3,37.0,3.0,0.77,66,0.67,1,2,59,0,1.0,a Passed 1st time,3,726.315771,g 700+,6
7.0,7.0,7.0,0,3,35.0,2.7,0.48,60,0.32,2,4,53,1,1.0,b Passed 2nd time,3,664.736825,f 640-700,5
5.0,4.0,5.0,1,1,37.0,3.8,-0.03,70,-0.26,1,5,68,0,1.0,a Passed 1st time,4,806.3157709999999,g 700+,7
3.0,2.0,3.0,1,3,38.0,2.8,-0.64,57,-1.3,1,2,50,0,1.0,b Passed 2nd time,3,722.105244,g 700+,6
6.0,6.0,6.0,1,3,31.0,3.4,0.05,67,0.18,1,3,60,0,1.0,a Passed 1st time,3,671.578933,f 640-700,5
10.0,10.0,10.0,1,3,38.0,2.8,2.48,68,2.3,1,3,61,0,1.0,a Passed 1st time,3,722.105244,g 700+,6
7.0,8.0,7.0,0,5,42.0,3.7,0.48,69,0.63,1,4,62,0,1.0,a Passed 1st time,6,875.263136,g 700+,8
7.0,5.0,7.0,0,1,46.0,3.2,0.48,69,-0.12,1,4,62,0,1.0,a Passed 1st time,4,888.421028,g 700+,8
10.0,10.0,10.0,1,4,39.0,3.8,1.92,63,2.06,1,4,56,0,1.0,a Passed 1st time,5,837.8947169999999,g 700+,8
1.0,1.0,1.0,1,1,39.0,3.8,-1.32,68,-2.0,1,4,66,0,0.0,c Failed,4,837.8947169999999,g 700+,8
6.0,5.0,6.0,0,3,32.0,3.1,0.12,64,-0.26,1,4,57,0,1.0,a Passed 1st time,3,657.368406,f 640-700,5
3.0,3.0,4.0,1,3,41.0,2.5,-0.51,69,-0.7,1,4,62,0,1.0,a Passed 1st time,3,739.473663,g 700+,6
5.0,6.0,5.0,1,1,40.0,3.2,0.0,70,0.07,1,4,63,0,1.0,a Passed 1st time,4,793.6841900000001,g 700+,7
2.0,2.0,3.0,1,6,26.3,2.3,-0.84,62,-1.04,1,4,60,0,0.0,c Failed,1,487.3684099,c 460-520,2
7.0,6.0,7.0,1,4,48.0,3.3,0.48,69,0.04,1,4,62,0,1.0,a Passed 1st time,5,929.999974,g 700+,8
4.0,6.0,4.0,0,4,38.0,3.5,-0.32,68,0.11,1,5,61,0,1.0,a Passed 1st time,5,792.105244,g 700+,7
8.0,6.0,8.0,0,1,34.0,3.8,0.63,68,0.23,1,3,61,0,1.0,a Passed 1st time,4,758.9473519999999,g 700+,6
10.0,9.0,10.0,1,3,40.0,3.4,1.33,69,1.31,1,3,62,0,1.0,a Passed 1st time,3,813.68419,g 700+,7
7.0,8.0,7.0,1,2,32.0,2.9,0.33,65,0.57,1,3,58,0,1.0,a Passed 1st time,2,637.3684059999999,e 580-640,4
8.0,9.0,9.0,1,1,41.0,3.3,0.89,69,0.94,1,4,62,0,1.0,a Passed 1st time,4,819.473663,g 700+,7
5.0,5.0,5.0,0,2,31.0,2.9,-0.03,66,-0.17,1,4,59,0,1.0,a Passed 1st time,2,621.578933,e 580-640,4
3.0,1.0,3.0,1,1,39.0,2.6,-0.6,67,-1.42,1,2,60,0,1.0,b Passed 2nd time,4,717.894717,g 700+,6
10.0,10.0,10.0,1,1,39.0,3.0,1.35,68,1.54,1,2,61,0,1.0,a Passed 1st time,4,757.8947169999999,g 700+,6
9.0,9.0,9.0,1,1,43.0,2.8,1.1,65,0.97,1,4,58,0,1.0,a Passed 1st time,4,801.052609,g 700+,7
3.0,2.0,3.0,1,1,29.0,3.8,-0.62,66,-1.23,1,2,59,0,1.0,a Passed 1st time,4,679.9999869999999,f 640-700,5
6.0,5.0,6.0,0,3,35.0,2.9,0.19,66,-0.26,1,4,59,0,1.0,a Passed 1st time,3,684.736825,f 640-700,5
7.0,6.0,7.0,0,1,34.0,3.4,0.51,61,0.27,1,2,59,0,1.0,a Passed 1st time,4,718.9473519999999,g 700+,6
8.0,8.0,8.0,1,3,35.0,3.3,0.8,69,0.78,1,4,62,0,1.0,a Passed 1st time,3,724.736825,g 700+,6
8.0,7.0,8.0,0,3,35.0,3.3,0.58,69,0.49,1,2,62,0,1.0,a Passed 1st time,3,724.736825,g 700+,6
7.0,10.0,7.0,0,1,42.0,3.8,0.57,48,1.31,1,4,41,0,1.0,a Passed 1st time,4,885.2631359999999,g 700+,8
9.0,10.0,9.0,1,3,31.5,3.2,1.11,69,1.41,1,3,62,0,1.0,a Passed 1st time,3,659.4736695,f 640-700,5
5.0,4.0,5.0,1,3,40.0,2.2,-0.16,54,-0.4,1,4,52,0,1.0,a Passed 1st time,3,693.6841900000001,f 640-700,5
4.0,7.0,4.0,0,3,36.0,3.3,-0.39,58,0.42,2,3,56,1,1.0,a Passed 1st time,3,740.526298,g 700+,6
8.0,8.0,8.0,0,1,33.0,4.0,0.78,52,0.83,1,4,50,0,1.0,a Passed 1st time,4,763.157879,g 700+,7
2.0,2.0,3.0,0,1,36.0,3.1,-0.76,69,-0.89,1,5,62,0,1.0,a Passed 1st time,4,720.526298,g 700+,6
9.0,8.0,9.0,1,1,34.0,3.2,0.98,68,0.74,1,4,61,0,1.0,a Passed 1st time,4,698.947352,f 640-700,5
3.0,3.0,3.0,0,1,28.0,2.7,-0.61,69,-0.86,1,2,62,0,0.0,c Failed,4,554.210514,d 520-580,3
10.0,10.0,10.0,0,1,41.0,3.2,1.81,67,1.68,1,4,65,0,1.0,a Passed 1st time,4,809.473663,g 700+,7
5.0,8.0,5.0,1,3,28.0,3.4,-0.05,69,0.57,1,4,62,0,1.0,a Passed 1st time,3,624.210514,e 580-640,4
6.0,6.0,6.0,1,3,30.0,2.9,0.18,64,0.06,1,3,62,0,1.0,a Passed 1st time,3,605.78946,e 580-640,4
2.0,3.0,2.0,0,3,39.0,3.5,-0.9,70,-0.88,1,3,68,0,1.0,a Passed 1st time,3,807.8947169999999,g 700+,7
4.0,6.0,5.0,1,3,40.0,3.5,-0.21,55,0.1,1,4,48,0,1.0,a Passed 1st time,3,823.68419,g 700+,8
7.0,8.0,7.0,1,3,36.0,3.3,0.43,69,0.55,1,5,62,0,1.0,a Passed 1st time,3,740.526298,g 700+,6
2.0,2.0,2.0,0,4,46.0,3.7,-1.08,69,-0.99,1,4,62,0,1.0,a Passed 1st time,5,938.421028,g 700+,8
7.0,8.0,7.0,1,3,32.0,2.1,0.48,62,0.83,1,4,55,0,1.0,a Passed 1st time,3,557.368406,d 520-580,3
7.0,6.0,7.0,1,1,37.0,3.3,0.41,68,0.24,1,4,66,0,1.0,a Passed 1st time,4,756.3157709999999,g 700+,6
8.0,9.0,8.0,0,3,40.0,3.6,0.65,63,1.07,1,4,56,0,1.0,a Passed 1st time,3,833.6841900000001,g 700+,8
9.0,9.0,9.0,0,4,39.0,3.8,1.25,66,1.24,1,3,59,0,1.0,a Passed 1st time,5,837.8947169999999,g 700+,8
7.0,7.0,7.0,0,1,40.0,3.0,0.53,68,0.47,1,4,61,0,1.0,a Passed 1st time,4,773.68419,g 700+,7
1.0,1.0,1.0,1,1,36.0,3.0,-1.49,67,-1.35,1,4,60,0,1.0,a Passed 1st time,4,710.526298,g 700+,6
10.0,9.0,10.0,0,6,36.5,2.9,1.59,66,1.31,1,2,59,0,1.0,a Passed 1st time,1,708.4210344999999,g 700+,6
1.0,3.0,2.0,0,3,31.0,3.3,-1.17,69,-0.67,1,4,67,0,1.0,b Passed 2nd time,3,661.578933,f 640-700,5
7.0,8.0,7.0,1,1,46.0,2.9,0.46,67,0.63,1,3,60,0,1.0,a Passed 1st time,4,858.421028,g 700+,8
4.0,5.0,5.0,1,3,35.0,2.5,-0.2,69,-0.08,1,5,62,0,1.0,a Passed 1st time,3,644.736825,f 640-700,5
6.0,8.0,6.0,1,4,38.0,3.5,0.13,67,0.58,1,4,60,0,1.0,a Passed 1st time,5,792.105244,g 700+,7
5.0,5.0,5.0,0,4,30.0,3.3,-0.07,61,-0.08,2,4,59,1,1.0,a Passed 1st time,5,645.78946,f 640-700,5
3.0,4.0,4.0,0,1,39.0,3.2,-0.47,68,-0.36,1,4,61,0,1.0,a Passed 1st time,4,777.894717,g 700+,7
8.0,6.0,8.0,0,1,41.0,3.6,0.77,63,0.07,2,4,56,1,1.0,a Passed 1st time,4,849.473663,g 700+,8
7.0,6.0,7.0,1,3,34.0,3.2,0.37,69,0.24,1,4,62,0,1.0,a Passed 1st time,3,698.947352,f 640-700,5
2.0,4.0,3.0,1,3,30.5,3.5,-0.71,68,-0.32,1,4,61,0,1.0,a Passed 1st time,3,673.6841965,f 640-700,5
3.0,3.0,3.0,0,1,29.0,3.3,-0.59,64,-0.67,1,3,57,0,0.0,c Failed,4,629.9999869999999,e 580-640,4
1.0,1.0,2.0,0,2,23.3,3.1,-1.24,55,-1.36,1,5,48,0,0.0,c Failed,2,519.9999909000001,c 460-520,2
8.0,7.0,8.0,1,3,39.0,3.4,0.75,68,0.51,1,3,61,0,1.0,a Passed 1st time,3,797.8947169999999,g 700+,7
1.0,1.0,2.0,1,4,30.0,3.1,-1.2,60,-1.43,1,3,53,0,1.0,a Passed 1st time,5,625.78946,e 580-640,4
7.0,7.0,7.0,0,1,37.0,3.2,0.46,64,0.55,1,3,57,0,1.0,a Passed 1st time,4,746.315771,g 700+,6
4.0,3.0,5.0,0,4,34.5,2.8,-0.24,63,-0.56,1,3,56,0,1.0,a Passed 1st time,5,666.8420884999999,f 640-700,5
6.0,8.0,6.0,1,4,42.0,3.2,0.11,66,0.73,1,4,59,0,1.0,a Passed 1st time,5,825.263136,g 700+,8
9.0,7.0,9.0,1,1,36.0,3.6,1.05,69,0.42,1,2,62,0,1.0,a Passed 1st time,4,770.526298,g 700+,7
5.0,5.0,5.0,1,3,31.5,2.8,-0.15,68,-0.17,1,4,61,0,1.0,a Passed 1st time,3,619.4736694999999,e 580-640,4
9.0,8.0,9.0,0,1,36.0,3.9,0.92,68,0.64,1,3,61,0,1.0,a Passed 1st time,4,800.526298,g 700+,7
4.0,6.0,5.0,0,1,33.0,4.0,-0.2,56,0.1,1,3,49,0,1.0,a Passed 1st time,4,763.157879,g 700+,7
4.0,6.0,4.0,1,2,31.0,3.1,-0.37,69,0.07,1,3,62,0,1.0,a Passed 1st time,2,641.578933,f 640-700,5
9.0,10.0,9.0,0,6,31.0,3.7,1.04,69,1.64,1,3,62,0,1.0,a Passed 1st time,1,701.578933,g 700+,6
8.0,7.0,8.0,1,4,37.0,3.6,0.59,62,0.47,1,3,55,0,1.0,a Passed 1st time,5,786.315771,g 700+,7
8.0,7.0,8.0,0,3,46.0,2.7,0.8,67,0.27,1,3,60,0,1.0,a Passed 1st time,3,838.421028,g 700+,8
5.0,6.0,5.0,0,4,37.0,3.1,-0.13,58,0.03,2,3,51,1,1.0,b Passed 2nd time,5,736.315771,g 700+,6
9.0,9.0,9.0,1,1,32.0,3.5,1.03,69,1.06,1,3,62,0,1.0,a Passed 1st time,4,697.368406,f 640-700,5
3.0,6.0,4.0,0,6,37.0,3.2,-0.35,57,0.03,1,2,50,0,1.0,a Passed 1st time,1,746.315771,g 700+,6
6.0,6.0,6.0,0,4,40.0,3.6,0.23,69,0.16,1,3,62,0,1.0,a Passed 1st time,5,833.6841900000001,g 700+,8
4.0,5.0,4.0,1,1,45.0,3.8,-0.4,69,-0.12,1,4,62,0,1.0,a Passed 1st time,4,932.631555,g 700+,8
2.0,4.0,3.0,0,1,35.0,3.9,-0.81,70,-0.35,1,3,63,0,1.0,a Passed 1st time,4,784.736825,g 700+,7
3.0,2.0,4.0,0,1,36.0,3.8,-0.45,69,-1.09,1,3,62,0,1.0,a Passed 1st time,4,790.526298,g 700+,7
8.0,7.0,8.0,1,4,42.0,3.1,0.79,68,0.46,1,3,61,0,1.0,a Passed 1st time,5,815.263136,g 700+,7
10.0,10.0,10.0,0,1,41.0,3.8,1.81,69,1.59,1,3,62,0,1.0,a Passed 1st time,4,869.473663,g 700+,8
10.0,10.0,10.0,0,3,39.0,3.5,1.96,49,1.85,2,3,42,1,1.0,a Passed 1st time,3,807.8947169999999,g 700+,7
7.0,6.0,8.0,1,3,43.0,3.4,0.54,67,0.1,1,3,60,0,1.0,a Passed 1st time,3,861.052609,g 700+,8
1.0,3.0,2.0,1,3,32.5,3.1,-1.12,65,-0.74,1,4,58,0,1.0,b Passed 2nd time,3,665.2631425,f 640-700,5
1.0,1.0,1.0,0,3,32.0,3.1,-1.39,69,-1.71,2,1,67,1,1.0,b Passed 2nd time,3,657.368406,f 640-700,5
8.0,6.0,8.0,1,3,34.5,3.2,0.75,63,0.25,2,3,56,1,1.0,a Passed 1st time,3,706.8420885,g 700+,6
9.0,9.0,9.0,1,3,42.0,2.3,0.98,66,1.16,1,4,59,0,1.0,a Passed 1st time,3,735.2631359999999,g 700+,6
7.0,7.0,7.0,0,1,33.0,3.5,0.38,46,0.34,1,4,39,0,1.0,a Passed 1st time,4,713.157879,g 700+,6
1.0,1.0,2.0,1,1,34.0,2.8,-1.15,60,-1.38,1,3,53,0,1.0,a Passed 1st time,4,658.9473519999999,f 640-700,5
7.0,5.0,7.0,0,1,38.0,3.5,0.46,52,-0.18,2,3,45,1,1.0,a Passed 1st time,4,792.105244,g 700+,7
7.0,7.0,7.0,1,4,31.0,3.2,0.28,68,0.29,1,4,61,0,1.0,a Passed 1st time,5,651.578933,f 640-700,5
10.0,10.0,10.0,0,1,35.0,3.3,1.38,65,1.99,1,4,58,0,1.0,a Passed 1st time,4,724.736825,g 700+,6
4.0,6.0,4.0,1,1,43.0,3.5,-0.41,63,0.28,1,3,56,0,1.0,a Passed 1st time,4,871.052609,g 700+,8
4.0,2.0,4.0,1,2,27.0,2.9,-0.36,68,-1.09,1,4,66,0,1.0,a Passed 1st time,2,558.421041,d 520-580,3
8.0,7.0,8.0,0,1,39.0,3.2,0.62,67,0.51,1,4,60,0,1.0,a Passed 1st time,4,777.894717,g 700+,7
5.0,6.0,5.0,1,3,36.0,3.3,-0.13,66,-0.01,1,3,59,0,1.0,a Passed 1st time,3,740.526298,g 700+,6
4.0,1.0,4.0,0,3,33.0,3.1,-0.32,67,-1.9,1,2,61,0,0.0,c Failed,3,673.157879,f 640-700,5
2.0,3.0,3.0,1,4,40.0,3.8,-0.78,69,-0.68,1,5,62,0,1.0,a Passed 1st time,5,853.68419,g 700+,8
10.0,10.0,10.0,0,3,45.0,3.6,2.33,63,1.85,2,3,56,1,1.0,a Passed 1st time,3,912.631555,g 700+,8
4.0,4.0,4.0,1,5,47.0,3.8,-0.3,68,-0.41,1,4,61,0,1.0,a Passed 1st time,6,964.210501,g 700+,8
1.0,5.0,1.0,0,3,36.0,3.4,-1.41,66,-0.26,1,5,59,0,1.0,a Passed 1st time,3,750.526298,g 700+,6
4.0,5.0,5.0,0,1,36.0,2.9,-0.21,50,-0.04,1,3,48,0,1.0,b Passed 2nd time,4,700.526298,g 700+,6
7.0,8.0,8.0,0,3,36.0,3.4,0.55,69,0.78,1,3,62,0,1.0,a Passed 1st time,3,750.526298,g 700+,6
2.0,2.0,2.0,1,3,39.0,3.1,-0.96,59,-0.9,1,4,52,0,1.0,a Passed 1st time,3,767.894717,g 700+,7
9.0,8.0,9.0,1,3,36.0,2.9,0.92,68,0.83,1,3,61,0,1.0,a Passed 1st time,3,700.526298,g 700+,6
6.0,4.0,6.0,1,4,46.0,4.0,0.2,70,-0.3,1,4,63,0,1.0,a Passed 1st time,5,968.421028,g 700+,8
4.0,4.0,4.0,0,4,35.0,3.4,-0.45,64,-0.47,1,5,62,0,1.0,a Passed 1st time,5,734.736825,g 700+,6
9.0,10.0,9.0,0,2,27.5,3.6,0.98,55,1.57,1,4,48,0,1.0,a Passed 1st time,2,636.3157775,e 580-640,4
3.0,6.0,3.0,1,4,41.0,3.5,-0.65,62,0.13,1,3,55,0,1.0,a Passed 1st time,5,839.473663,g 700+,8
3.0,3.0,4.0,0,1,37.0,3.5,-0.48,68,-0.84,1,4,61,0,1.0,b Passed 2nd time,4,776.315771,g 700+,7
3.0,5.0,4.0,1,3,36.0,2.6,-0.49,62,-0.23,2,4,60,1,1.0,a Passed 1st time,3,670.526298,f 640-700,5
2.0,3.0,2.0,1,3,30.0,2.6,-0.9,63,-0.87,2,4,56,1,0.0,c Failed,3,575.78946,d 520-580,3
1.0,2.0,2.0,0,1,40.0,3.3,-1.17,69,-1.33,1,2,67,0,1.0,a Passed 1st time,4,803.68419,g 700+,7
3.0,4.0,4.0,0,3,38.0,2.9,-0.51,69,-0.43,1,4,62,0,1.0,a Passed 1st time,3,732.105244,g 700+,6
1.0,2.0,1.0,1,1,35.0,2.7,-1.85,68,-1.25,1,5,61,0,1.0,a Passed 1st time,4,664.736825,f 640-700,5
10.0,10.0,10.0,1,4,48.0,3.0,2.0,57,2.1,1,4,50,0,1.0,a Passed 1st time,5,899.999974,g 700+,8
4.0,1.0,4.0,1,4,33.5,3.0,-0.45,58,-1.33,1,4,51,0,1.0,a Passed 1st time,5,671.0526155,f 640-700,5
4.0,6.0,5.0,1,1,42.0,3.7,-0.17,66,0.07,1,3,59,0,1.0,a Passed 1st time,4,875.263136,g 700+,8
6.0,6.0,6.0,0,3,34.0,3.1,0.2,66,0.23,1,3,59,0,1.0,a Passed 1st time,3,688.947352,f 640-700,5
9.0,9.0,9.0,0,1,34.0,3.3,0.94,68,0.93,1,4,61,0,1.0,a Passed 1st time,4,708.9473519999999,g 700+,6
3.0,4.0,3.0,1,3,40.0,3.3,-0.59,67,-0.5,1,3,60,0,1.0,a Passed 1st time,3,803.68419,g 700+,7
8.0,8.0,8.0,1,4,43.0,3.2,0.85,65,0.55,1,4,58,0,1.0,a Passed 1st time,5,841.052609,g 700+,8
7.0,6.0,7.0,0,1,41.0,3.2,0.55,67,0.26,1,4,60,0,1.0,a Passed 1st time,4,809.473663,g 700+,7
10.0,10.0,10.0,1,3,45.0,1.9,1.59,48,1.73,1,4,41,0,1.0,a Passed 1st time,3,742.6315549999999,g 700+,6
7.0,5.0,8.0,1,3,33.0,3.0,0.54,69,-0.17,1,5,67,0,1.0,a Passed 1st time,3,663.157879,f 640-700,5
5.0,5.0,5.0,1,2,33.0,2.1,-0.12,57,-0.13,1,3,50,0,1.0,a Passed 1st time,2,573.157879,d 520-580,3
2.0,3.0,2.0,1,4,42.0,2.6,-0.98,65,-0.69,2,3,58,1,0.0,c Failed,5,765.263136,g 700+,7
1.0,1.0,1.0,0,1,34.0,2.3,-2.36,69,-2.49,1,3,67,0,0.0,c Failed,4,608.9473519999999,e 580-640,4
5.0,6.0,6.0,0,1,34.0,3.6,0.07,67,0.12,1,2,60,0,1.0,a Passed 1st time,4,738.947352,g 700+,6
7.0,2.0,7.0,1,1,35.0,3.6,0.41,68,-1.18,1,3,61,0,0.0,c Failed,4,754.736825,g 700+,6
8.0,8.0,9.0,0,4,44.0,3.3,0.86,67,0.65,1,4,60,0,1.0,a Passed 1st time,5,866.842082,g 700+,8
3.0,5.0,3.0,1,3,32.0,3.2,-0.67,69,-0.25,1,4,62,0,0.0,c Failed,3,667.368406,f 640-700,5
3.0,1.0,3.0,1,1,40.0,2.5,-0.71,67,-1.68,1,2,60,0,1.0,a Passed 1st time,4,723.68419,g 700+,6
8.0,7.0,8.0,1,3,39.0,2.6,0.69,65,0.28,1,5,58,0,1.0,a Passed 1st time,3,717.894717,g 700+,6
8.0,7.0,8.0,1,4,37.0,3.1,0.65,66,0.35,1,4,59,0,1.0,a Passed 1st time,5,736.315771,g 700+,6
5.0,5.0,5.0,0,1,35.0,3.5,-0.05,67,-0.18,1,4,60,0,1.0,a Passed 1st time,4,744.736825,g 700+,6
9.0,9.0,9.0,0,3,32.5,3.7,0.91,69,0.95,1,4,62,0,1.0,a Passed 1st time,3,725.2631425,g 700+,6
7.0,7.0,7.0,1,3,40.0,2.6,0.39,68,0.32,1,4,61,0,1.0,a Passed 1st time,3,733.6841900000001,g 700+,6
5.0,7.0,5.0,1,3,40.0,3.1,-0.03,69,0.53,1,4,62,0,1.0,a Passed 1st time,3,783.6841900000001,g 700+,7
