sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,two_year_recid
0,26,0,0,0,0,0,0,1,38,1
0,25,0,0,0,0,0,8,1,38,1
0,33,0,1,0,0,0,0,1,38,0
0,29,0,0,0,0,0,7,0,388,0
0,27,0,0,0,0,0,2,1,253,0
0,37,0,0,1,0,1,12,1,119,1
1,20,2,1,0,2,1,3,1,38,1
0,32,0,0,0,0,0,1,0,219,1
0,72,1,1,0,0,0,1,1,123,0
0,38,0,1,0,0,0,0,0,282,0
0,40,0,1,0,0,0,0,0,282,0
0,23,2,1,0,0,0,0,0,52,0
0,21,2,1,0,0,0,5,0,237,1
0,27,0,1,0,0,0,4,0,250,1
0,55,1,1,0,0,0,13,0,282,1
1,41,0,1,0,0,0,0,1,38,0
0,56,1,1,0,0,0,1,1,38,0
0,55,1,1,0,0,0,11,1,388,0
1,23,2,0,0,0,0,0,0,282,1
0,28,0,0,0,0,0,3,0,250,0
0,31,0,0,0,0,0,2,0,388,1
0,53,1,1,0,0,0,0,1,38,0
0,27,0,0,0,0,0,6,0,275,1
0,22,2,1,0,0,0,0,0,166,1
1,22,2,0,0,0,1,0,0,166,1
0,33,0,0,0,0,0,7,1,383,1
0,34,0,0,0,0,0,15,0,388,0
0,22,2,0,0,0,0,0,1,38,1
0,32,0,0,0,0,0,12,0,282,0
0,47,1,0,4,0,1,14,0,166,1
0,24,2,0,0,0,0,0,1,91,0
0,25,0,0,0,4,4,14,0,162,1
0,56,1,1,0,0,0,0,0,149,0
0,36,0,0,0,0,0,1,0,16,1
0,28,0,0,0,0,0,4,0,54,1
0,20,2,0,2,0,0,2,0,166,1
0,59,1,0,0,0,0,0,1,91,0
1,29,0,0,0,0,0,11,0,282,0
0,72,1,1,0,0,0,3,0,388,0
1,24,2,0,0,0,0,2,1,26,1
0,45,1,0,0,0,0,3,0,30,0
0,30,0,0,0,0,0,7,1,26,1
0,45,1,0,0,0,0,0,1,38,0
0,47,1,1,0,0,0,0,1,38,0
0,24,2,0,0,0,0,0,0,47,1
0,20,2,0,0,0,0,0,1,38,1
0,51,1,1,0,0,0,6,0,388,1
1,49,1,1,0,0,0,2,1,383,1
0,41,0,1,0,0,0,5,0,154,0
0,49,1,1,0,0,0,1,0,302,0
0,26,0,0,0,0,0,0,1,38,0
1,28,0,0,0,0,0,0,1,38,0
0,33,0,1,0,0,0,2,1,122,0
0,46,1,0,0,0,0,0,0,124,0
0,21,2,0,0,0,0,0,1,120,0
0,26,0,0,0,1,3,14,0,219,1
0,48,1,0,0,0,0,1,0,388,1
0,58,1,0,0,0,0,24,0,155,1
0,29,0,0,0,0,0,0,0,219,0
1,20,2,0,0,0,3,2,0,388,1
0,28,0,0,0,0,0,0,1,253,1
0,21,2,1,0,0,0,0,0,166,1
0,26,0,0,0,0,0,0,0,58,0
0,34,0,0,0,0,0,3,1,388,0
0,32,0,0,2,0,0,15,0,124,1
0,38,0,0,0,0,1,10,0,308,1
0,22,2,0,0,0,0,0,0,59,0
0,42,0,1,0,0,0,2,0,282,1
1,57,1,1,0,0,0,0,1,118,0
1,56,1,1,0,0,0,1,0,302,0
0,32,0,0,0,0,0,2,1,383,1
0,30,0,0,0,2,2,11,0,334,0
0,29,0,0,0,0,0,2,1,122,0
0,46,1,0,0,0,1,15,0,124,1
1,24,2,0,0,0,0,0,0,147,0
1,70,1,0,0,0,0,1,0,388,0
0,21,2,0,0,0,0,0,0,250,1
1,45,1,1,0,0,0,1,1,38,0
1,33,0,0,0,0,0,2,1,383,0
1,39,0,0,0,1,0,6,0,166,0
0,25,0,1,0,1,0,6,0,388,0
0,48,1,0,0,0,0,1,1,91,0
0,46,1,1,0,0,0,0,0,83,0
0,28,0,1,0,0,0,0,1,38,1
0,27,0,0,0,0,0,1,0,166,0
0,43,0,1,0,0,0,11,0,152,1
0,30,0,0,0,0,0,9,0,282,1
0,29,0,1,0,0,0,1,0,282,0
0,54,1,0,0,0,0,8,0,282,1
1,20,2,1,0,0,0,0,0,282,0
0,29,0,0,0,0,0,0,0,149,0
0,67,1,0,0,0,0,0,1,38,0
0,25,0,0,0,0,0,0,0,67,0
0,24,2,0,0,2,1,8,0,388,1
0,29,0,0,0,0,0,3,0,378,0
0,45,1,0,0,0,0,2,1,63,0
0,31,0,0,0,0,0,5,0,388,1
0,23,2,1,0,0,0,0,0,12,1
0,21,2,0,0,0,0,0,0,166,1
0,61,1,1,0,0,0,0,1,123,0
1,51,1,1,0,0,0,5,1,38,1
0,32,0,0,0,0,0,1,0,311,0
0,43,0,1,0,0,0,9,0,285,0
0,32,0,0,0,0,0,0,1,38,0
0,36,0,0,0,0,0,0,0,154,0
0,58,1,1,0,0,0,3,0,155,1
0,57,1,0,0,0,0,12,0,282,0
0,37,0,0,0,0,0,2,0,265,0
0,44,0,0,0,0,0,6,0,388,0
0,45,1,0,0,0,0,8,0,388,1
0,48,1,0,0,0,0,1,0,388,0
0,26,0,0,0,1,1,13,0,124,1
0,34,0,1,1,0,0,9,0,2,1
0,25,0,0,0,0,0,0,0,7,0
0,31,0,0,0,0,0,8,1,38,1
0,43,0,0,0,0,0,1,0,388,0
0,30,0,0,0,0,0,0,1,38,0
0,50,1,1,0,0,0,0,1,123,0
1,31,0,0,0,0,0,2,0,162,0
1,33,0,1,0,0,0,7,1,38,0
0,32,0,0,0,0,0,1,0,143,1
1,46,1,1,0,0,0,0,1,38,1
0,22,2,0,0,0,0,0,0,78,0
0,37,0,0,0,0,0,8,0,154,1
1,32,0,1,0,0,0,6,0,388,1
1,23,2,0,0,0,0,2,0,166,1
0,21,2,1,0,0,0,0,0,219,0
0,52,1,0,0,0,0,2,0,388,0
0,49,1,1,0,0,0,2,1,38,0
0,55,1,1,0,0,0,3,0,282,1
0,22,2,0,0,0,0,0,0,378,0
0,45,1,0,0,0,0,0,0,162,0
1,31,0,0,0,0,0,7,0,154,1
0,22,2,1,0,0,1,0,1,216,1
0,28,0,0,0,0,0,5,1,253,0
0,21,2,0,0,0,0,1,0,166,1
0,37,0,0,0,0,1,2,1,128,0
0,30,0,0,0,2,0,21,0,388,1
0,22,2,0,0,0,1,13,0,224,1
0,35,0,0,0,1,0,23,0,237,1
0,28,0,0,2,1,0,11,0,158,0
0,24,2,0,0,0,0,1,0,124,0
0,32,0,0,1,3,0,24,0,124,1
1,24,2,0,0,0,0,1,0,166,0
0,57,1,0,0,0,0,19,0,154,0
0,21,2,0,0,0,0,0,1,296,0
0,28,0,1,0,0,0,0,0,75,0
0,51,1,1,0,0,0,0,1,38,0
0,26,0,0,0,0,0,0,1,367,1
0,20,2,0,0,0,3,0,0,280,1
0,25,0,0,0,1,0,6,1,388,0
0,19,2,1,0,0,0,0,1,38,1
0,49,1,1,0,0,0,1,0,388,1
0,57,1,0,0,0,0,27,1,388,0
1,27,0,0,0,0,0,0,1,38,0
0,66,1,1,0,0,0,1,1,388,0
0,21,2,1,0,0,0,0,0,388,0
0,45,1,1,0,0,0,1,0,282,0
0,37,0,0,2,3,0,24,0,60,0
0,44,0,1,0,0,0,13,0,78,1
0,64,1,0,0,0,0,0,0,166,0
0,30,0,0,0,0,0,1,0,109,1
0,61,1,0,0,0,0,1,1,388,0
1,49,1,1,0,0,0,8,0,388,0
0,23,2,0,0,0,0,0,0,340,0
0,21,2,1,0,0,0,0,0,312,1
1,30,0,1,0,0,0,2,0,59,1
0,26,0,0,0,0,1,7,1,38,0
0,35,0,0,0,0,0,3,1,38,1
0,27,0,0,0,0,1,2,1,253,0
0,38,0,1,0,0,0,1,1,38,0
0,48,1,0,0,0,0,14,0,388,1
0,26,0,1,0,0,0,0,1,38,0
0,24,2,0,0,1,0,4,0,282,1
1,28,0,0,0,0,0,2,0,265,1
1,44,0,1,0,0,0,4,0,282,1
0,23,2,1,0,0,1,2,0,245,0
1,34,0,1,0,0,0,1,0,388,1
0,20,2,1,0,1,0,1,0,52,1
0,63,1,0,0,0,0,23,0,155,1
1,36,0,0,0,0,0,0,1,91,0
0,58,1,1,0,0,0,1,0,388,0
1,35,0,1,0,0,0,4,0,150,0
0,23,2,0,0,0,0,3,0,59,0
0,40,0,1,0,0,0,1,0,36,0
0,31,0,0,0,0,0,3,0,339,0
1,34,0,0,0,0,0,5,0,193,0
0,23,2,0,0,0,0,3,1,383,1
0,27,0,1,0,0,0,0,1,131,1
1,26,0,0,0,0,0,3,0,60,0
0,49,1,0,0,0,0,1,0,149,0
1,47,1,0,0,0,0,0,1,38,0
0,47,1,0,0,0,0,6,0,31,0
0,34,0,0,0,0,0,7,0,281,1
0,27,0,0,0,0,0,10,0,388,0
1,52,1,1,0,0,0,0,1,38,0
0,26,0,0,0,0,0,0,1,213,1
0,25,0,0,0,0,1,9,0,124,0
0,51,1,0,0,0,0,1,0,388,0
1,29,0,0,0,0,0,1,1,301,0
0,46,1,1,0,0,0,0,0,333,0
0,28,0,1,0,0,0,6,0,166,0
0,57,1,0,0,0,0,0,0,149,0
0,23,2,0,0,0,0,2,0,314,0
0,34,0,0,0,0,0,27,0,155,1
0,27,0,0,0,0,0,3,0,388,0
0,25,0,0,0,0,1,7,1,380,1
0,31,0,1,0,0,0,1,0,166,1
0,37,0,0,0,0,0,8,0,59,0
0,51,1,0,0,0,0,0,0,282,1
0,28,0,0,0,1,0,8,0,302,0
0,56,1,1,0,0,0,4,0,282,0
0,45,1,0,0,0,0,15,0,30,1
0,26,0,1,0,0,0,7,0,55,1
0,33,0,1,0,0,0,7,0,149,1
0,23,2,1,0,0,3,0,1,38,0
0,31,0,0,0,0,0,0,1,228,0
0,31,0,0,0,0,0,0,1,38,0
0,19,2,0,1,0,0,1,0,388,0
0,32,0,1,0,0,0,0,0,14,0
0,30,0,1,0,0,0,1,1,123,1
0,66,1,1,0,0,0,1,0,388,0
1,40,0,0,0,0,0,0,0,165,0
0,59,1,0,0,0,0,4,1,38,0
0,27,0,0,0,0,0,3,1,182,0
0,22,2,0,0,0,0,0,0,166,0
0,58,1,1,0,0,0,1,0,145,0
0,29,0,1,0,0,0,2,0,166,0
0,27,0,0,0,0,0,0,0,12,1
0,24,2,1,0,0,0,0,0,265,0
1,35,0,1,0,1,0,3,0,7,0
0,29,0,0,0,2,1,7,0,166,1
0,30,0,0,1,0,0,5,0,13,1
0,23,2,0,0,1,1,1,0,261,0
0,32,0,1,0,0,0,2,0,274,1
0,22,2,1,0,0,0,2,0,388,0
0,21,2,0,0,0,0,0,1,38,0
1,43,0,1,0,0,0,0,1,38,0
0,29,0,0,0,0,0,0,0,244,0
0,43,0,0,0,0,0,1,0,309,0
0,25,0,0,0,0,0,1,0,388,0
0,47,1,1,0,0,0,0,1,38,0
1,21,2,0,0,0,0,0,0,166,0
0,54,1,1,0,0,0,0,1,38,0
0,34,0,0,0,0,1,3,0,185,1
1,28,0,0,0,0,0,2,1,38,0
1,53,1,1,0,0,0,4,0,226,1
0,54,1,0,0,0,0,0,1,330,0
0,37,0,0,0,0,0,3,0,388,1
0,34,0,0,0,0,0,2,0,154,0
1,60,1,1,0,0,0,0,0,44,1
0,22,2,0,0,0,0,0,0,166,0
0,51,1,0,0,0,0,3,0,154,0
0,29,0,0,0,0,0,0,0,149,1
0,28,0,0,0,0,1,5,1,388,0
0,33,0,1,0,0,0,0,0,162,1
0,43,0,1,0,0,0,4,1,38,0
0,45,1,0,0,0,0,1,1,38,0
0,32,0,1,0,0,0,5,0,302,1
1,35,0,0,0,0,0,0,0,282,1
0,23,2,0,0,0,0,1,0,147,1
0,41,0,0,0,0,0,1,1,7,0
0,25,0,0,20,0,0,24,0,388,1
0,35,0,0,0,1,0,12,0,12,0
0,25,0,0,0,0,0,4,0,77,1
0,69,1,1,0,0,0,6,0,124,1
0,24,2,0,0,0,0,0,1,38,0
0,28,0,0,0,0,0,0,0,166,0
0,47,1,0,0,0,0,23,0,243,1
0,29,0,0,0,1,0,13,0,237,1
0,26,0,0,0,0,0,9,0,121,1
0,31,0,0,0,0,0,0,1,383,0
0,28,0,1,0,0,0,0,0,105,0
0,48,1,1,0,0,0,1,1,123,1
0,44,0,1,0,0,0,0,1,38,0
0,42,0,0,0,0,0,7,1,122,0
0,39,0,0,0,0,0,5,0,166,0
1,46,1,0,0,0,0,2,0,166,0
0,55,1,1,0,0,0,0,1,38,0
0,27,0,0,0,0,0,5,0,55,1
1,31,0,1,0,0,0,0,1,38,0
0,25,0,0,0,0,0,0,0,240,0
0,32,0,1,0,0,2,6,1,300,0
0,36,0,0,0,0,0,2,0,124,0
0,21,2,0,0,0,0,3,0,388,1
0,39,0,1,0,0,0,2,1,123,0
1,26,0,0,0,0,0,0,1,38,0
0,28,0,0,0,0,0,8,0,166,1
0,67,1,1,0,0,0,2,1,300,1
1,22,2,0,0,0,0,0,0,7,0
0,37,0,1,0,0,0,3,1,123,0
0,23,2,0,0,0,0,2,1,79,1
1,49,1,0,0,0,0,14,1,38,1
0,32,0,1,0,0,0,9,1,353,1
0,41,0,1,0,0,0,9,1,38,0
0,25,0,0,0,0,0,1,1,38,0
0,58,1,1,0,0,0,0,1,38,0
0,44,0,0,2,0,0,19,1,38,1
0,28,0,0,0,0,0,1,0,10,0
1,39,0,0,0,0,0,0,0,166,1
0,54,1,1,0,0,0,0,0,3,0
0,43,0,1,0,0,0,0,1,92,0
0,31,0,0,0,0,0,5,1,38,0
0,30,0,0,4,1,0,11,0,219,0
0,27,0,1,0,1,3,4,1,38,1
0,28,0,0,0,0,0,0,1,38,1
0,24,2,0,0,0,0,0,1,256,0
0,43,0,1,0,0,0,0,1,336,0
0,44,0,0,0,0,0,10,1,123,1
0,24,2,0,0,0,0,11,0,326,1
0,23,2,0,0,0,0,0,0,219,0
0,36,0,1,0,0,0,5,1,380,1
0,27,0,1,0,0,0,1,0,388,0
0,24,2,0,0,0,0,0,0,146,1
0,66,1,1,0,0,0,0,1,38,0
1,36,0,1,0,0,1,3,0,282,0
0,53,1,0,0,0,0,9,0,155,1
0,23,2,1,0,0,0,1,0,282,1
1,22,2,0,0,0,0,0,1,38,1
0,25,0,0,0,0,1,1,0,78,0
0,56,1,0,0,0,0,4,0,282,0
0,51,1,0,0,0,0,1,0,388,1
1,58,1,0,0,0,0,3,1,388,0
0,24,2,1,0,1,2,3,1,91,0
0,22,2,0,0,0,0,0,0,53,1
0,39,0,1,0,0,0,0,1,38,0
0,20,2,0,0,0,0,3,0,219,1
0,46,1,1,0,0,0,10,0,388,1
0,38,0,1,0,0,0,1,0,275,1
0,23,2,1,0,0,0,0,1,382,1
0,39,0,0,0,0,0,6,0,59,0
0,25,0,0,0,0,0,0,0,148,0
0,31,0,0,0,0,0,19,0,124,1
1,25,0,0,0,0,0,1,1,38,1
0,26,0,0,0,0,0,6,0,388,0
0,25,0,0,0,0,1,2,0,261,0
0,37,0,1,0,0,0,11,0,124,1
0,36,0,0,0,0,0,0,0,166,0
0,26,0,0,0,0,0,1,0,219,1
0,21,2,0,0,2,0,3,0,166,1
0,35,0,0,0,0,0,7,0,302,1
0,22,2,0,0,0,0,2,0,77,1
0,25,0,1,0,0,0,0,0,16,0
0,36,0,0,0,0,0,0,1,213,0
0,24,2,0,0,0,0,2,1,336,1
0,21,2,0,0,0,1,0,0,166,1
0,32,0,1,2,0,1,15,0,282,1
0,33,0,0,0,0,0,2,1,38,1
0,33,0,0,0,0,0,10,0,282,1
0,29,0,1,0,0,0,0,1,92,0
0,50,1,1,0,0,0,8,0,95,0
0,33,0,0,0,0,0,14,0,124,1
0,37,0,0,0,1,0,13,0,3,1
0,27,0,0,0,0,0,9,0,59,1
0,27,0,0,0,0,0,0,1,38,0
0,21,2,0,0,0,0,1,1,253,1
0,58,1,0,0,0,0,1,0,388,0
0,27,0,0,0,0,0,4,0,105,0
0,28,0,1,0,0,0,1,0,282,1
1,31,0,1,0,0,0,0,1,38,0
0,24,2,0,0,0,0,3,1,388,0
0,26,0,0,0,0,0,6,0,281,1
0,43,0,1,0,0,0,0,1,93,0
0,22,2,0,0,0,0,3,0,147,1
0,23,2,0,0,0,0,0,0,59,0
0,42,0,1,0,0,0,0,1,123,0
0,30,0,0,0,3,0,18,1,38,0
0,29,0,0,0,0,0,1,0,139,0
0,38,0,1,0,0,0,2,0,388,1
0,26,0,1,0,0,1,3,1,217,0
0,51,1,0,0,0,0,5,1,122,0
0,36,0,0,0,0,0,0,1,38,0
0,62,1,0,0,0,0,0,1,38,0
0,23,2,0,0,0,0,0,0,162,1
0,34,0,0,0,0,0,7,0,388,1
0,35,0,0,0,0,0,1,1,384,0
0,22,2,1,0,0,0,0,0,250,0
0,29,0,0,0,0,0,10,1,26,1
0,40,0,0,0,0,0,0,0,333,0
0,36,0,0,0,0,0,2,0,282,0
0,26,0,0,0,0,0,8,0,388,1
0,25,0,0,0,0,0,1,0,58,1
0,69,1,1,0,0,0,0,1,91,0
0,27,0,0,0,1,0,1,0,166,0
0,20,2,1,0,0,0,0,0,166,1
0,27,0,0,0,0,0,1,0,344,0
1,24,2,0,0,0,0,6,1,388,0
0,42,0,1,0,0,0,0,0,15,0
0,25,0,1,0,0,0,1,0,52,0
0,25,0,0,0,0,0,0,0,378,0
0,22,2,0,0,0,0,0,0,219,0
0,21,2,1,0,0,0,0,0,58,0
0,30,0,0,0,0,0,1,1,38,0
0,46,1,1,0,0,0,9,1,38,0
0,26,0,0,0,0,0,2,1,38,0
0,33,0,0,0,0,0,0,0,388,1
0,40,0,0,0,0,0,1,1,38,0
0,34,0,1,0,0,0,0,0,282,0
0,22,2,1,0,0,0,1,0,166,1
0,28,0,0,0,0,0,3,1,388,0
0,31,0,0,0,0,0,4,1,26,1
0,59,1,1,0,0,0,3,1,123,1
0,37,0,0,0,0,0,0,0,6,0
0,50,1,0,0,0,0,0,0,19,0
0,57,1,0,0,0,0,8,0,150,1
0,31,0,0,0,0,0,5,1,26,0
0,44,0,0,0,0,0,9,0,166,0
0,48,1,0,0,0,0,5,0,282,1
1,25,0,1,0,0,0,0,0,166,0
0,51,1,0,0,0,0,5,1,388,0
0,50,1,1,0,0,0,0,0,388,1
0,57,1,1,0,0,0,2,0,388,0
0,55,1,1,0,0,0,0,1,88,0
0,59,1,0,0,0,0,4,0,282,1
1,42,0,0,0,0,0,0,0,7,0
0,20,2,0,2,0,0,2,0,388,1
0,21,2,0,0,0,0,0,0,297,0
0,32,0,0,0,0,0,21,0,155,1
1,24,2,0,0,0,0,0,1,38,0
0,42,0,0,0,0,0,1,0,340,0
0,29,0,0,0,0,0,8,0,388,1
0,21,2,0,0,0,0,1,0,388,0
0,58,1,1,0,0,0,0,1,90,0
0,22,2,0,0,0,1,1,0,219,1
0,46,1,1,0,0,0,1,1,38,1
0,50,1,1,0,0,0,0,1,38,1
0,46,1,0,0,0,0,2,0,166,0
1,44,0,0,0,1,0,11,0,282,1
0,35,0,0,0,0,0,4,1,38,0
0,30,0,0,0,1,0,14,0,162,1
0,42,0,0,0,0,0,2,0,282,0
0,46,1,0,0,0,0,5,0,162,1
0,42,0,0,0,0,0,0,0,237,1
0,29,0,1,0,0,0,7,0,19,1
0,32,0,0,0,0,1,8,0,19,0
0,31,0,0,0,0,0,5,0,166,0
1,33,0,0,0,0,0,1,1,38,0
0,25,0,1,0,0,0,4,0,307,0
1,33,0,0,0,0,0,0,1,38,0
0,21,2,0,0,0,0,1,0,388,0
0,35,0,1,0,0,0,1,0,282,1
0,56,1,0,0,0,0,1,0,388,0
0,38,0,1,0,0,0,0,1,38,1
1,40,0,0,0,0,0,4,1,388,0
0,28,0,0,0,0,1,4,0,166,0
0,51,1,0,0,0,0,0,1,38,0
0,35,0,0,0,0,0,2,1,38,0
0,61,1,0,0,0,0,5,0,282,0
0,25,0,0,0,0,0,0,0,241,0
0,25,0,0,0,0,0,4,0,154,1
0,26,0,0,0,0,0,0,1,216,0
0,42,0,1,0,0,0,1,1,38,0
1,25,0,0,0,0,0,1,0,166,0
0,26,0,0,0,1,0,13,1,122,1
0,31,0,0,0,0,0,9,0,246,0
0,35,0,1,0,0,1,1,0,282,0
0,34,0,1,0,0,0,0,0,187,0
1,33,0,1,0,0,0,1,1,38,0
0,30,0,0,0,0,1,3,0,65,0
1,50,1,0,0,0,0,7,1,38,0
0,21,2,0,0,0,0,0,0,53,0
0,31,0,0,0,0,0,16,0,52,1
0,31,0,0,0,0,0,2,0,221,1
1,23,2,0,0,0,0,0,1,38,0
0,25,0,0,0,0,0,1,0,52,0
1,24,2,1,0,0,0,1,0,388,0
0,31,0,0,0,0,0,13,1,253,1
0,60,1,0,0,0,0,0,0,166,0
0,30,0,0,0,0,0,2,0,388,0
1,32,0,0,0,0,0,0,1,38,0
0,46,1,1,0,0,0,0,1,123,0
0,21,2,1,0,0,1,0,1,38,1
0,35,0,0,0,0,0,0,0,219,0
0,34,0,0,0,0,0,2,0,374,1
0,41,0,0,0,0,0,2,0,155,1
0,23,2,0,0,0,0,1,0,166,1
0,23,2,0,0,0,0,3,0,166,1
0,28,0,0,0,0,0,2,1,303,0
0,21,2,0,0,0,0,0,0,265,1
0,46,1,1,0,0,1,2,1,253,0
0,56,1,0,0,0,0,1,0,388,0
0,40,0,0,0,0,0,8,0,282,1
0,30,0,0,0,0,0,5,0,388,1
0,24,2,0,0,0,0,1,1,38,1
1,33,0,1,0,0,0,0,1,38,0
0,48,1,1,0,0,0,2,1,388,0
0,33,0,0,0,0,0,11,0,221,1
0,25,0,0,0,0,0,0,0,226,0
0,30,0,0,0,1,1,7,0,255,1
0,37,0,0,0,0,0,0,0,339,1
1,43,0,1,0,0,0,7,0,3,0
0,32,0,1,0,0,0,0,0,124,0
0,33,0,0,0,0,0,3,0,388,0
0,39,0,0,0,1,0,4,0,237,1
0,49,1,1,0,0,0,4,0,15,0
0,24,2,1,0,0,0,0,0,310,0
0,26,0,0,0,0,0,1,0,162,0
0,42,0,1,0,0,0,0,0,7,0
0,22,2,0,0,0,0,1,0,59,1
0,36,0,0,0,0,0,0,0,166,0
0,29,0,1,0,0,1,7,1,38,1
0,39,0,1,0,0,0,0,1,38,0
0,27,0,0,0,2,1,13,0,388,1
0,38,0,1,0,0,0,2,0,282,1
0,20,2,1,0,0,0,0,0,52,1
0,25,0,0,2,0,0,4,0,388,1
0,53,1,1,0,0,0,0,1,38,0
1,27,0,0,0,0,0,0,1,38,1
0,21,2,0,0,0,0,0,0,58,1
0,50,1,1,0,0,0,1,1,380,1
0,41,0,0,0,0,0,4,0,67,0
0,22,2,1,0,0,2,5,0,265,1
0,22,2,1,0,0,2,0,0,162,1
0,25,0,0,0,0,0,2,0,219,0
0,42,0,0,0,0,0,1,0,154,1
0,51,1,0,0,0,0,2,0,388,0
0,24,2,0,0,0,1,0,0,281,0
0,37,0,0,0,0,0,4,0,388,0
0,37,0,1,0,0,0,0,1,253,0
1,27,0,0,0,0,0,0,1,38,0
0,21,2,0,0,0,0,0,0,307,0
0,35,0,0,0,0,0,1,0,19,1
1,24,2,1,0,0,0,0,0,282,0
0,49,1,1,0,0,0,2,1,92,0
0,38,0,0,0,0,0,9,0,388,0
0,61,1,0,0,0,0,0,1,91,0
1,30,0,0,0,0,0,0,1,38,0
0,22,2,0,0,0,0,3,0,45,0
0,25,0,0,0,0,0,0,0,227,1
1,30,0,0,0,0,0,3,1,38,1
0,52,1,1,0,0,0,0,1,123,0
0,26,0,1,0,0,0,0,0,19,0
0,26,0,0,0,0,0,0,1,38,0
0,45,1,1,0,0,0,9,0,155,1
0,20,2,0,0,0,0,0,0,388,1
0,29,0,0,0,0,0,4,0,388,0
0,43,0,1,0,0,0,1,0,388,1
0,26,0,1,0,0,0,2,0,86,0
1,46,1,0,0,0,0,4,0,388,0
1,46,1,0,0,0,0,0,0,154,0
0,29,0,0,0,0,0,12,0,282,1
0,41,0,1,0,0,0,0,1,92,0
1,25,0,0,0,0,0,5,0,223,0
0,23,2,0,1,0,0,2,0,109,0
0,30,0,1,0,0,0,0,1,92,0
0,34,0,1,0,0,0,1,0,388,0
0,70,1,1,0,0,0,11,0,282,1
0,52,1,1,0,0,0,2,0,388,0
0,51,1,0,0,0,0,4,1,336,0
1,45,1,0,0,0,0,15,0,124,1
0,55,1,0,0,0,0,21,0,150,1
1,49,1,1,0,0,0,1,0,388,0
1,47,1,1,0,0,0,0,0,44,0
0,27,0,0,0,0,0,0,1,38,0
0,25,0,1,0,2,0,5,1,91,1
0,21,2,0,0,1,0,1,0,388,1
0,37,0,0,0,0,1,26,0,124,1
0,21,2,0,0,0,0,1,0,282,1
0,21,2,0,0,0,0,0,0,58,0
0,25,0,0,0,0,0,4,0,282,1
1,27,0,0,0,0,0,3,0,202,1
0,30,0,1,0,0,0,3,0,78,1
0,70,1,1,0,0,0,0,1,92,0
0,37,0,1,0,0,0,11,0,107,1
0,46,1,0,0,0,0,5,0,4,1
0,40,0,0,0,0,0,4,1,38,1
0,43,0,0,0,0,0,18,0,388,1
0,38,0,0,0,0,0,15,0,15,0
0,29,0,0,0,0,0,0,0,77,0
0,37,0,0,0,0,0,8,1,214,1
0,38,0,0,0,0,0,3,0,282,0
1,27,0,1,0,0,0,0,0,281,0
1,20,2,0,0,0,0,0,1,12,1
0,44,0,0,0,0,0,0,1,123,0
0,31,0,1,0,0,0,6,1,38,0
0,29,0,0,0,0,0,3,0,388,1
1,30,0,0,0,0,0,0,1,38,0
1,25,0,1,0,0,0,2,0,388,1
0,40,0,0,0,0,0,3,0,124,0
0,33,0,1,0,0,0,1,1,336,0
0,26,0,1,0,0,0,5,0,343,1
0,31,0,0,0,1,0,1,1,253,0
0,61,1,1,0,0,0,1,1,92,0
0,30,0,1,0,0,0,2,0,372,0
0,62,1,1,0,0,0,0,1,26,0
1,27,0,1,0,0,0,4,1,181,1
0,48,1,1,0,0,0,9,0,162,0
1,40,0,1,0,0,0,0,0,282,0
0,24,2,1,0,0,0,0,0,275,0
0,22,2,0,0,0,0,0,0,166,1
0,30,0,0,0,0,0,4,1,38,1
0,63,1,1,0,0,0,0,1,92,0
0,33,0,0,0,0,0,4,0,282,0
0,43,0,1,0,0,0,0,1,123,1
0,26,0,0,0,0,0,3,0,219,1
0,51,1,0,0,0,0,1,0,203,0
0,39,0,1,0,0,0,3,0,388,1
1,30,0,0,0,0,0,0,1,38,1
0,32,0,0,0,0,0,14,0,154,1
0,22,2,0,0,0,0,0,1,216,0
0,59,1,1,0,0,0,0,0,282,0
0,38,0,0,0,5,0,37,1,388,1
0,23,2,0,0,0,0,2,0,388,0
0,42,0,0,0,0,0,0,1,38,1
0,38,0,0,0,0,0,2,0,54,1
1,34,0,1,0,0,0,2,0,281,0
1,36,0,0,0,0,0,7,0,79,1
0,36,0,0,0,0,0,0,1,38,1
0,31,0,0,0,0,0,1,0,149,0
1,28,0,0,0,0,0,3,0,388,1
0,28,0,0,0,0,0,1,0,250,1
0,43,0,0,0,0,0,0,0,107,0
0,40,0,0,0,0,0,1,0,388,0
0,31,0,0,0,2,0,15,0,282,1
0,54,1,0,0,0,0,6,0,282,1
0,24,2,0,0,0,0,17,0,388,1
0,41,0,0,0,0,0,0,0,125,1
0,21,2,0,0,0,1,1,0,388,1
1,29,0,0,0,0,0,1,0,226,1
0,22,2,0,0,0,1,0,0,378,0
0,52,1,0,0,0,0,9,0,155,1
1,40,0,0,0,0,0,0,0,166,0
1,45,1,0,0,0,0,1,0,7,0
0,29,0,0,0,0,0,1,1,94,1
0,46,1,0,0,0,0,10,0,149,1
0,21,2,1,0,1,2,1,0,52,0
0,35,0,1,0,0,0,6,0,45,1
0,52,1,0,0,0,0,1,1,380,1
0,48,1,1,0,0,0,0,1,91,0
1,29,0,0,0,0,3,9,1,217,1
0,48,1,1,0,0,0,0,1,38,0
0,31,0,0,0,0,0,10,0,388,1
0,21,2,1,0,0,0,3,0,219,1
